Country,field,method,period,Q4,Q3,Q2,Q1,Documents,Journals
Estonia,top_Social,euclid,2005,0.09803921568627451,0.1568627450980392,0.2549019607843137,0.49019607843137253,51.0,42.0
Ethiopia,top_Social,euclid,2005,0.023255813953488372,0.32558139534883723,0.3023255813953488,0.3488372093023256,43.0,27.0
Faroe Islands,top_Social,euclid,2005,0.25,0.0,0.75,0.0,4.0,2.0
Federated States of Micronesia,top_Social,euclid,2005,,,,,0.0,0.0
Fiji,top_Social,euclid,2005,0.4117647058823529,0.11764705882352941,0.17647058823529413,0.29411764705882354,17.0,11.0
Finland,top_Social,euclid,2005,0.03025936599423631,0.15417867435158503,0.3069164265129683,0.5086455331412104,694.0,388.0
France,top_Social,euclid,2005,0.42670354538596933,0.07568518984158913,0.2029167714357556,0.29469449333668596,3977.0,711.0
French Polynesia,top_Social,euclid,2005,,,,,0.0,0.0
Gabon,top_Social,euclid,2005,0.0,0.25,0.25,0.5,4.0,4.0
Gambia,top_Social,euclid,2005,0.0,0.0,0.25,0.75,4.0,4.0
Georgia,top_Social,euclid,2005,0.08,0.16,0.24,0.52,25.0,21.0
Germany,top_Social,euclid,2005,0.28580349708576186,0.13488759367194006,0.24937552039966696,0.3299333888426311,4804.0,860.0
Ghana,top_Social,euclid,2005,0.021739130434782608,0.5217391304347826,0.21739130434782608,0.2391304347826087,46.0,30.0
Greece,top_Social,euclid,2005,0.04132231404958678,0.14545454545454545,0.28264462809917357,0.5305785123966942,605.0,335.0
Greenland,top_Social,euclid,2005,,,,,0.0,0.0
Grenada,top_Social,euclid,2005,1.0,0.0,0.0,0.0,1.0,1.0
Guam,top_Social,euclid,2005,0.0,0.0,0.6666666666666666,0.3333333333333333,3.0,3.0
Guatemala,top_Social,euclid,2005,0.0,0.14285714285714285,0.07142857142857142,0.7857142857142857,14.0,5.0
Guinea-Bissau,top_Social,euclid,2005,0.0,0.0,0.0,1.0,1.0,1.0
Guyana,top_Social,euclid,2005,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.0,3.0
Haiti,top_Social,euclid,2005,0.0,0.0,0.0,1.0,1.0,1.0
Honduras,top_Social,euclid,2005,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,3.0
Hong Kong,top_Social,euclid,2005,0.04648862512363996,0.20771513353115728,0.27299703264094954,0.47279920870425324,1011.0,435.0
Hungary,top_Social,euclid,2005,0.18333333333333332,0.09166666666666666,0.24166666666666667,0.48333333333333334,240.0,136.0
Iceland,top_Social,euclid,2005,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.35714285714285715,42.0,36.0
India,top_Social,euclid,2005,0.15660184237461616,0.12384851586489252,0.3111566018423746,0.4083930399181167,977.0,314.0
Indonesia,top_Social,euclid,2005,0.03529411764705882,0.3176470588235294,0.23529411764705882,0.4117647058823529,85.0,55.0
Iran,top_Social,euclid,2005,0.04142011834319527,0.07692307692307693,0.3609467455621302,0.5207100591715976,169.0,107.0
Iraq,top_Social,euclid,2005,0.0,0.25,0.125,0.625,8.0,8.0
Ireland,top_Social,euclid,2005,0.07451923076923077,0.2644230769230769,0.3004807692307692,0.3605769230769231,416.0,281.0
Israel,top_Social,euclid,2005,0.07420189818809318,0.2269197584124245,0.24849007765314926,0.45038826574633306,1159.0,571.0
Italy,top_Social,euclid,2005,0.1224188790560472,0.12045231071779744,0.2753195673549656,0.48180924287118976,2034.0,613.0
Jamaica,top_Social,euclid,2005,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.2857142857142857,14.0,14.0
Japan,top_Social,euclid,2005,0.2746478873239437,0.08721560130010834,0.18689057421451788,0.45124593716143013,1846.0,534.0
Jordan,top_Social,euclid,2005,0.02857142857142857,0.02857142857142857,0.37142857142857144,0.5714285714285714,35.0,32.0
Kazakhstan,top_Social,euclid,2005,0.125,0.25,0.375,0.25,8.0,8.0
Kenya,top_Social,euclid,2005,0.18604651162790697,0.18604651162790697,0.26744186046511625,0.36046511627906974,86.0,54.0
Kuwait,top_Social,euclid,2005,0.047619047619047616,0.14285714285714285,0.2222222222222222,0.5873015873015873,63.0,45.0
Kyrgyzstan,top_Social,euclid,2005,0.5,0.0,0.0,0.5,2.0,2.0
Laos,top_Social,euclid,2005,0.0,0.0,0.6666666666666666,0.3333333333333333,6.0,6.0
Latvia,top_Social,euclid,2005,0.05263157894736842,0.05263157894736842,0.42105263157894735,0.47368421052631576,19.0,16.0
Lebanon,top_Social,euclid,2005,0.07017543859649122,0.21052631578947367,0.19298245614035087,0.5263157894736842,57.0,45.0
Lesotho,top_Social,euclid,2005,,,,,0.0,0.0
Libyan Arab Jamahiriya,top_Social,euclid,2005,0.0,0.0,0.4,0.6,5.0,5.0
Liechtenstein,top_Social,euclid,2005,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,3.0
Lithuania,top_Social,euclid,2005,0.664,0.056,0.104,0.176,125.0,43.0
Luxembourg,top_Social,euclid,2005,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.4,15.0,15.0
Macao,top_Social,euclid,2005,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.1111111111111111,9.0,8.0
Macedonia,top_Social,euclid,2005,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111,9.0,9.0
Madagascar,top_Social,euclid,2005,0.1,0.5,0.1,0.3,10.0,8.0
Malawi,top_Social,euclid,2005,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.21428571428571427,14.0,13.0
Malaysia,top_Social,euclid,2005,0.06832298136645963,0.09316770186335403,0.32298136645962733,0.515527950310559,161.0,101.0
Maldives,top_Social,euclid,2005,,,,,0.0,0.0
Mali,top_Social,euclid,2005,0.0,0.0,0.0,1.0,2.0,2.0
Malta,top_Social,euclid,2005,0.0,0.26666666666666666,0.3333333333333333,0.4,15.0,13.0
Martinique,top_Social,euclid,2005,0.5,0.5,0.0,0.0,2.0,2.0
Mauritania,top_Social,euclid,2005,0.0,0.0,1.0,0.0,2.0,2.0
Mauritius,top_Social,euclid,2005,0.0,0.4,0.4,0.2,5.0,5.0
Mexico,top_Social,euclid,2005,0.3807531380753138,0.21338912133891214,0.14435146443514643,0.2615062761506276,478.0,215.0
Moldova,top_Social,euclid,2005,0.0,0.0,0.0,1.0,1.0,1.0
Monaco,top_Social,euclid,2005,1.0,0.0,0.0,0.0,1.0,1.0
Mongolia,top_Social,euclid,2005,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,7.0,5.0
Montenegro,top_Social,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Morocco,top_Social,euclid,2005,0.12903225806451613,0.12903225806451613,0.2903225806451613,0.45161290322580644,31.0,24.0
Mozambique,top_Social,euclid,2005,0.0,0.0,0.5,0.5,4.0,4.0
Myanmar,top_Social,euclid,2005,0.0,0.6,0.4,0.0,5.0,4.0
Namibia,top_Social,euclid,2005,0.125,0.0,0.625,0.25,8.0,8.0
Nepal,top_Social,euclid,2005,0.043478260869565216,0.08695652173913043,0.6956521739130435,0.17391304347826086,23.0,14.0
Netherlands,top_Social,euclid,2005,0.0581270182992465,0.15428776462145677,0.3240043057050592,0.4635809113742375,2787.0,832.0
Netherlands Antilles,top_Social,euclid,2005,0.0,0.5,0.0,0.5,2.0,2.0
New Caledonia,top_Social,euclid,2005,,,,,0.0,0.0
New Zealand,top_Social,euclid,2005,0.08922363847045191,0.20625724217844726,0.2954808806488992,0.40903823870220163,863.0,480.0
Nicaragua,top_Social,euclid,2005,0.0,0.0,0.6666666666666666,0.3333333333333333,3.0,3.0
Niger,top_Social,euclid,2005,0.3333333333333333,0.0,0.0,0.6666666666666666,6.0,4.0
Nigeria,top_Social,euclid,2005,0.13966480446927373,0.21787709497206703,0.36312849162011174,0.27932960893854747,179.0,77.0
Northern Mariana Islands,top_Social,euclid,2005,0.0,0.5,0.0,0.5,2.0,2.0
Norway,top_Social,euclid,2005,0.046153846153846156,0.2097902097902098,0.3622377622377622,0.38181818181818183,715.0,388.0
Oman,top_Social,euclid,2005,0.0,0.21052631578947367,0.2631578947368421,0.5263157894736842,19.0,17.0
Pakistan,top_Social,euclid,2005,0.5,0.04878048780487805,0.24390243902439024,0.2073170731707317,82.0,39.0
Palestine,top_Social,euclid,2005,0.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,13.0,11.0
Panama,top_Social,euclid,2005,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,7.0,7.0
Papua New Guinea,top_Social,euclid,2005,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666666,12.0,7.0
Paraguay,top_Social,euclid,2005,0.0,1.0,0.0,0.0,1.0,1.0
Peru,top_Social,euclid,2005,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,28.0,25.0
Philippines,top_Social,euclid,2005,0.1388888888888889,0.2222222222222222,0.2222222222222222,0.4166666666666667,72.0,55.0
Poland,top_Social,euclid,2005,0.3991769547325103,0.08641975308641975,0.17695473251028807,0.3374485596707819,486.0,174.0
Portugal,top_Social,euclid,2005,0.15210355987055016,0.11326860841423948,0.22330097087378642,0.511326860841424,309.0,197.0
Puerto Rico,top_Social,euclid,2005,0.18421052631578946,0.47368421052631576,0.23684210526315788,0.10526315789473684,38.0,28.0
Qatar,top_Social,euclid,2005,0.2,0.1,0.2,0.5,10.0,8.0
Reunion,top_Social,euclid,2005,0.0,0.3333333333333333,0.0,0.6666666666666666,3.0,3.0
Romania,top_Social,euclid,2005,0.48333333333333334,0.11666666666666667,0.15,0.25,60.0,32.0
Russian Federation,top_Social,euclid,2005,0.4934823091247672,0.05772811918063315,0.1527001862197393,0.29608938547486036,537.0,170.0
Rwanda,top_Social,euclid,2005,0.2,0.2,0.2,0.4,5.0,4.0
Saint Kitts and Nevis,top_Social,euclid,2005,0.0,1.0,0.0,0.0,1.0,1.0
Saint Lucia,top_Social,euclid,2005,,,,,0.0,0.0
Samoa,top_Social,euclid,2005,1.0,0.0,0.0,0.0,1.0,1.0
San Marino,top_Social,euclid,2005,,,,,0.0,0.0
Saudi Arabia,top_Social,euclid,2005,0.03278688524590164,0.11475409836065574,0.32786885245901637,0.5245901639344263,61.0,41.0
Senegal,top_Social,euclid,2005,0.2,0.35,0.25,0.2,20.0,12.0
Serbia,top_Social,euclid,2005,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.7647058823529411,17.0,16.0
Seychelles,top_Social,euclid,2005,0.0,1.0,0.0,0.0,1.0,1.0
Sierra Leone,top_Social,euclid,2005,0.0,0.2,0.6,0.2,5.0,4.0
Singapore,top_Social,euclid,2005,0.06386861313868614,0.19708029197080293,0.28102189781021897,0.458029197080292,548.0,310.0
Slovakia,top_Social,euclid,2005,0.8428571428571429,0.02857142857142857,0.0380952380952381,0.09047619047619047,210.0,36.0
Slovenia,top_Social,euclid,2005,0.1638418079096045,0.13559322033898305,0.2655367231638418,0.4350282485875706,177.0,90.0
Solomon Islands,top_Social,euclid,2005,,,,,0.0,0.0
South Africa,top_Social,euclid,2005,0.32702020202020204,0.15404040404040403,0.1691919191919192,0.34974747474747475,792.0,279.0
South Korea,top_Social,euclid,2005,0.07887700534759358,0.13770053475935828,0.25133689839572193,0.5320855614973262,748.0,357.0
Spain,top_Social,euclid,2005,0.14492753623188406,0.1374312843578211,0.2543728135932034,0.46326836581709147,2001.0,634.0
Sri Lanka,top_Social,euclid,2005,0.0784313725490196,0.0784313725490196,0.23529411764705882,0.6078431372549019,51.0,41.0
Sudan,top_Social,euclid,2005,0.0,0.5,0.5,0.0,4.0,4.0
Suriname,top_Social,euclid,2005,,,,,0.0,0.0
Swaziland,top_Social,euclid,2005,0.0,0.6,0.0,0.4,5.0,3.0
Sweden,top_Social,euclid,2005,0.08966015907447578,0.14895155459146783,0.31597975415762836,0.44540853217642806,1383.0,567.0
Switzerland,top_Social,euclid,2005,0.15113350125944586,0.14777497900923595,0.2980688497061293,0.40302267002518893,1191.0,543.0
Syrian Arab Republic,top_Social,euclid,2005,0.25,0.75,0.0,0.0,4.0,4.0
Taiwan,top_Social,euclid,2005,0.09001636661211129,0.10474631751227496,0.23158756137479541,0.5736497545008183,1222.0,377.0
Tajikistan,top_Social,euclid,2005,0.0,0.0,0.0,1.0,2.0,2.0
Tanzania,top_Social,euclid,2005,0.030303030303030304,0.18181818181818182,0.3333333333333333,0.45454545454545453,33.0,22.0
Thailand,top_Social,euclid,2005,0.04938271604938271,0.15432098765432098,0.25308641975308643,0.5432098765432098,162.0,110.0
Timor-Leste,top_Social,euclid,2005,,,,,0.0,0.0
Togo,top_Social,euclid,2005,1.0,0.0,0.0,0.0,3.0,2.0
Tonga,top_Social,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Trinidad and Tobago,top_Social,euclid,2005,0.02857142857142857,0.34285714285714286,0.2857142857142857,0.34285714285714286,35.0,27.0
Tunisia,top_Social,euclid,2005,0.2926829268292683,0.04878048780487805,0.14634146341463414,0.5121951219512195,41.0,28.0
Turkey,top_Social,euclid,2005,0.19941775836972345,0.1222707423580786,0.2823871906841339,0.39592430858806404,687.0,310.0
Tuvalu,top_Social,euclid,2005,,,,,0.0,0.0
Uganda,top_Social,euclid,2005,0.05263157894736842,0.18421052631578946,0.3157894736842105,0.4473684210526316,38.0,32.0
Ukraine,top_Social,euclid,2005,0.23529411764705882,0.0784313725490196,0.2549019607843137,0.43137254901960786,51.0,41.0
United Arab Emirates,top_Social,euclid,2005,0.06666666666666667,0.17777777777777778,0.2,0.5555555555555556,90.0,67.0
United Kingdom,top_Social,euclid,2005,0.15593357634669908,0.22308626974483597,0.3045767517213447,0.31640340218712026,12345.0,1292.0
United States,top_Social,euclid,2005,0.2279348540792069,0.30812806635981993,0.21061150169440088,0.2533255778665722,39542.0,1486.0
Uruguay,top_Social,euclid,2005,0.16666666666666666,0.125,0.375,0.3333333333333333,24.0,18.0
Uzbekistan,top_Social,euclid,2005,0.2,0.2,0.2,0.4,5.0,5.0
Vanuatu,top_Social,euclid,2005,,,,,0.0,0.0
Venezuela,top_Social,euclid,2005,0.38144329896907214,0.21649484536082475,0.20618556701030927,0.1958762886597938,97.0,52.0
Viet Nam,top_Social,euclid,2005,0.09433962264150944,0.11320754716981132,0.24528301886792453,0.5471698113207547,53.0,37.0
Virgin Islands (U.S.),top_Social,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Yemen,top_Social,euclid,2005,,,,,0.0,0.0
Zambia,top_Social,euclid,2005,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.3076923076923077,13.0,12.0
Zimbabwe,top_Social,euclid,2005,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.3888888888888889,18.0,14.0
Afghanistan,top_Life,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Albania,top_Life,euclid,2005,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.5714285714285714,14.0,13.0
Algeria,top_Life,euclid,2005,0.13131313131313133,0.20202020202020202,0.31313131313131315,0.35353535353535354,99.0,77.0
American Samoa,top_Life,euclid,2005,0.0,0.5,0.0,0.5,2.0,2.0
Andorra,top_Life,euclid,2005,0.5,0.5,0.0,0.0,2.0,2.0
Angola,top_Life,euclid,2005,0.2,0.2,0.3,0.3,10.0,10.0
Antigua and Barbuda,top_Life,euclid,2005,0.0,0.3333333333333333,0.0,0.6666666666666666,3.0,3.0
Argentina,top_Life,euclid,2005,0.11779242174629324,0.20387149917627678,0.22899505766062603,0.44934102141680393,2428.0,899.0
Armenia,top_Life,euclid,2005,0.4507042253521127,0.056338028169014086,0.19718309859154928,0.29577464788732394,71.0,44.0
Aruba,top_Life,euclid,2005,0.0,0.5,0.0,0.5,2.0,2.0
Australia,top_Life,euclid,2005,0.12407095431572689,0.21444851848181548,0.2781686651471608,0.3833118620552968,10091.0,1545.0
Austria,top_Life,euclid,2005,0.0604970568999346,0.23119686069326356,0.3181818181818182,0.39012426422498364,3058.0,1002.0
Azerbaijan,top_Life,euclid,2005,0.5384615384615384,0.11538461538461539,0.038461538461538464,0.3076923076923077,26.0,18.0
Bahamas,top_Life,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Bahrain,top_Life,euclid,2005,0.043478260869565216,0.30434782608695654,0.30434782608695654,0.34782608695652173,23.0,19.0
Bangladesh,top_Life,euclid,2005,0.16455696202531644,0.28270042194092826,0.1940928270042194,0.35864978902953587,237.0,142.0
Barbados,top_Life,euclid,2005,0.0,0.47368421052631576,0.2631578947368421,0.2631578947368421,19.0,18.0
Belarus,top_Life,euclid,2005,0.32894736842105265,0.15789473684210525,0.10526315789473684,0.40789473684210525,152.0,102.0
Belgium,top_Life,euclid,2005,0.03708359522313011,0.20175989943431805,0.32222920595013615,0.43892729939241565,4773.0,1242.0
Belize,top_Life,euclid,2005,0.0,0.3,0.3,0.4,10.0,9.0
Benin,top_Life,euclid,2005,0.1,0.3333333333333333,0.26666666666666666,0.3,60.0,46.0
Bermuda,top_Life,euclid,2005,0.2727272727272727,0.09090909090909091,0.0,0.6363636363636364,11.0,8.0
Bhutan,top_Life,euclid,2005,0.5,0.0,0.0,0.5,4.0,4.0
Bolivia,top_Life,euclid,2005,0.09333333333333334,0.22666666666666666,0.32,0.36,75.0,58.0
Bosnia and Herzegovina,top_Life,euclid,2005,0.1111111111111111,0.14814814814814814,0.4074074074074074,0.3333333333333333,27.0,23.0
Botswana,top_Life,euclid,2005,0.1951219512195122,0.1951219512195122,0.21951219512195122,0.3902439024390244,41.0,35.0
Brazil,top_Life,euclid,2005,0.29190712656019324,0.13676016642061467,0.18682056099852368,0.38451214602066836,7451.0,1298.0
Brunei Darussalam,top_Life,euclid,2005,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,9.0,9.0
Bulgaria,top_Life,euclid,2005,0.29806259314456035,0.11922503725782414,0.2518628912071535,0.33084947839046197,671.0,328.0
Burkina Faso,top_Life,euclid,2005,0.11578947368421053,0.18947368421052632,0.28421052631578947,0.4105263157894737,95.0,64.0
Burundi,top_Life,euclid,2005,0.0,0.4,0.0,0.6,5.0,3.0
Cambodia,top_Life,euclid,2005,0.022727272727272728,0.36363636363636365,0.36363636363636365,0.25,44.0,31.0
Cameroon,top_Life,euclid,2005,0.12631578947368421,0.2894736842105263,0.24736842105263157,0.3368421052631579,190.0,105.0
Canada,top_Life,euclid,2005,0.0853888749056129,0.3107853007802668,0.2787566070979109,0.3250692172162094,15892.0,1757.0
Cape Verde,top_Life,euclid,2005,0.5,0.0,0.5,0.0,2.0,2.0
Cayman Islands,top_Life,euclid,2005,0.0,0.5,0.5,0.0,2.0,2.0
Central African Republic,top_Life,euclid,2005,0.0,0.2,0.5,0.3,10.0,8.0
Chad,top_Life,euclid,2005,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,9.0,8.0
Chile,top_Life,euclid,2005,0.11648568608094768,0.19545903257650543,0.25172754195459035,0.43632773938795655,1013.0,509.0
China,top_Life,euclid,2005,0.4635543462695117,0.09270132225881904,0.13895651343739557,0.30478781803427374,20949.0,1530.0
Colombia,top_Life,euclid,2005,0.0966183574879227,0.3285024154589372,0.2028985507246377,0.3719806763285024,414.0,244.0
Comoros,top_Life,euclid,2005,0.0,1.0,0.0,0.0,3.0,2.0
Congo,top_Life,euclid,2005,0.022222222222222223,0.3333333333333333,0.26666666666666666,0.37777777777777777,45.0,36.0
Cook Islands,top_Life,euclid,2005,1.0,0.0,0.0,0.0,1.0,1.0
Costa Rica,top_Life,euclid,2005,0.09210526315789473,0.36403508771929827,0.22807017543859648,0.3157894736842105,228.0,135.0
Cote d'Ivoire,top_Life,euclid,2005,0.1232876712328767,0.3287671232876712,0.273972602739726,0.273972602739726,73.0,53.0
Croatia,top_Life,euclid,2005,0.26700680272108845,0.20408163265306123,0.21598639455782312,0.3129251700680272,588.0,316.0
Cuba,top_Life,euclid,2005,0.42430703624733473,0.1023454157782516,0.13646055437100213,0.3368869936034115,469.0,192.0
Cyprus,top_Life,euclid,2005,0.030303030303030304,0.13636363636363635,0.3787878787878788,0.45454545454545453,66.0,55.0
Czech Republic,top_Life,euclid,2005,0.1791530944625407,0.22103303862261517,0.22429036761284318,0.3755234993020009,2149.0,747.0
Democratic Republic Congo,top_Life,euclid,2005,0.0,0.25,0.75,0.0,4.0,4.0
Denmark,top_Life,euclid,2005,0.0280970625798212,0.22579821200510855,0.3330779054916986,0.41302681992337165,3915.0,1098.0
Dominica,top_Life,euclid,2005,0.0,0.4,0.4,0.2,5.0,5.0
Dominican Republic,top_Life,euclid,2005,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,6.0,5.0
Ecuador,top_Life,euclid,2005,0.0891089108910891,0.44554455445544555,0.22772277227722773,0.2376237623762376,101.0,71.0
Egypt,top_Life,euclid,2005,0.152,0.176,0.28,0.392,875.0,417.0
El Salvador,top_Life,euclid,2005,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.23076923076923078,13.0,13.0
Equatorial Guinea,top_Life,euclid,2005,0.0,0.0,0.0,1.0,1.0,1.0
Eritrea,top_Life,euclid,2005,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.09090909090909091,11.0,11.0
Estonia,top_Life,euclid,2005,0.046153846153846156,0.16923076923076924,0.3323076923076923,0.4523076923076923,325.0,215.0
Ethiopia,top_Life,euclid,2005,0.07352941176470588,0.3480392156862745,0.18627450980392157,0.39215686274509803,204.0,113.0
Falkland Islands (Malvinas),top_Life,euclid,2005,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.36363636363636365,22.0,19.0
Faroe Islands,top_Life,euclid,2005,0.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,11.0,10.0
Federated States of Micronesia,top_Life,euclid,2005,0.0,0.25,0.25,0.5,4.0,4.0
Fiji,top_Life,euclid,2005,0.2,0.2,0.13333333333333333,0.4666666666666667,30.0,25.0
Finland,top_Life,euclid,2005,0.06687402799377916,0.21337480559875582,0.2982892690513219,0.4214618973561431,3215.0,977.0
France,top_Life,euclid,2005,0.09518413597733712,0.2341643059490085,0.29807365439093486,0.37257790368271954,17650.0,1742.0
French Guiana,top_Life,euclid,2005,0.045454545454545456,0.22727272727272727,0.45454545454545453,0.2727272727272727,22.0,21.0
French Polynesia,top_Life,euclid,2005,0.037037037037037035,0.2222222222222222,0.4074074074074074,0.3333333333333333,27.0,23.0
Gabon,top_Life,euclid,2005,0.02040816326530612,0.3673469387755102,0.30612244897959184,0.30612244897959184,49.0,35.0
Gambia,top_Life,euclid,2005,0.02631578947368421,0.34210526315789475,0.3684210526315789,0.2631578947368421,38.0,27.0
