Country,field,method,period,Q4,Q3,Q2,Q1,Documents,Journals
Estonia,top_Social,euclid,2005,0.0980392156862745,0.1568627450980392,0.2549019607843137,0.4901960784313725,51.0,42.0
Ethiopia,top_Social,euclid,2005,0.0232558139534883,0.3255813953488372,0.3023255813953488,0.3488372093023256,43.0,27.0
Faroe Islands,top_Social,euclid,2005,0.25,0.0,0.75,0.0,4.0,2.0
Federated States of Micronesia,top_Social,euclid,2005,,,,,0.0,0.0
Fiji,top_Social,euclid,2005,0.4117647058823529,0.1176470588235294,0.1764705882352941,0.2941176470588235,17.0,11.0
Finland,top_Social,euclid,2005,0.0302593659942363,0.154178674351585,0.3069164265129683,0.5086455331412104,694.0,388.0
France,top_Social,euclid,2005,0.4267035453859693,0.0756851898415891,0.2029167714357556,0.2946944933366859,3977.0,711.0
French Polynesia,top_Social,euclid,2005,,,,,0.0,0.0
Gabon,top_Social,euclid,2005,0.0,0.25,0.25,0.5,4.0,4.0
Gambia,top_Social,euclid,2005,0.0,0.0,0.25,0.75,4.0,4.0
Georgia,top_Social,euclid,2005,0.08,0.16,0.24,0.52,25.0,21.0
Germany,top_Social,euclid,2005,0.2858034970857618,0.13488759367194,0.2493755203996669,0.3299333888426311,4804.0,860.0
Ghana,top_Social,euclid,2005,0.0217391304347826,0.5217391304347826,0.217391304347826,0.2391304347826087,46.0,30.0
Greece,top_Social,euclid,2005,0.0413223140495867,0.1454545454545454,0.2826446280991735,0.5305785123966942,605.0,335.0
Greenland,top_Social,euclid,2005,,,,,0.0,0.0
Grenada,top_Social,euclid,2005,1.0,0.0,0.0,0.0,1.0,1.0
Guam,top_Social,euclid,2005,0.0,0.0,0.6666666666666666,0.3333333333333333,3.0,3.0
Guatemala,top_Social,euclid,2005,0.0,0.1428571428571428,0.0714285714285714,0.7857142857142857,14.0,5.0
Guinea-Bissau,top_Social,euclid,2005,0.0,0.0,0.0,1.0,1.0,1.0
Guyana,top_Social,euclid,2005,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.0,3.0
Haiti,top_Social,euclid,2005,0.0,0.0,0.0,1.0,1.0,1.0
Honduras,top_Social,euclid,2005,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,3.0
Hong Kong,top_Social,euclid,2005,0.0464886251236399,0.2077151335311572,0.2729970326409495,0.4727992087042532,1011.0,435.0
Hungary,top_Social,euclid,2005,0.1833333333333333,0.0916666666666666,0.2416666666666666,0.4833333333333333,240.0,136.0
Iceland,top_Social,euclid,2005,0.0714285714285714,0.2142857142857142,0.3571428571428571,0.3571428571428571,42.0,36.0
India,top_Social,euclid,2005,0.1566018423746161,0.1238485158648925,0.3111566018423746,0.4083930399181167,977.0,314.0
Indonesia,top_Social,euclid,2005,0.0352941176470588,0.3176470588235294,0.2352941176470588,0.4117647058823529,85.0,55.0
Iran,top_Social,euclid,2005,0.0414201183431952,0.0769230769230769,0.3609467455621302,0.5207100591715976,169.0,107.0
Iraq,top_Social,euclid,2005,0.0,0.25,0.125,0.625,8.0,8.0
Ireland,top_Social,euclid,2005,0.0745192307692307,0.2644230769230769,0.3004807692307692,0.3605769230769231,416.0,281.0
Israel,top_Social,euclid,2005,0.0742018981880931,0.2269197584124245,0.2484900776531492,0.450388265746333,1159.0,571.0
Italy,top_Social,euclid,2005,0.1224188790560472,0.1204523107177974,0.2753195673549656,0.4818092428711897,2034.0,613.0
Jamaica,top_Social,euclid,2005,0.2142857142857142,0.2857142857142857,0.2142857142857142,0.2857142857142857,14.0,14.0
Japan,top_Social,euclid,2005,0.2746478873239437,0.0872156013001083,0.1868905742145178,0.4512459371614301,1846.0,534.0
Jordan,top_Social,euclid,2005,0.0285714285714285,0.0285714285714285,0.3714285714285714,0.5714285714285714,35.0,32.0
Kazakhstan,top_Social,euclid,2005,0.125,0.25,0.375,0.25,8.0,8.0
Kenya,top_Social,euclid,2005,0.1860465116279069,0.1860465116279069,0.2674418604651162,0.3604651162790697,86.0,54.0
Kuwait,top_Social,euclid,2005,0.0476190476190476,0.1428571428571428,0.2222222222222222,0.5873015873015873,63.0,45.0
Kyrgyzstan,top_Social,euclid,2005,0.5,0.0,0.0,0.5,2.0,2.0
Laos,top_Social,euclid,2005,0.0,0.0,0.6666666666666666,0.3333333333333333,6.0,6.0
Latvia,top_Social,euclid,2005,0.0526315789473684,0.0526315789473684,0.4210526315789473,0.4736842105263157,19.0,16.0
Lebanon,top_Social,euclid,2005,0.0701754385964912,0.2105263157894736,0.1929824561403508,0.5263157894736842,57.0,45.0
Lesotho,top_Social,euclid,2005,,,,,0.0,0.0
Libyan Arab Jamahiriya,top_Social,euclid,2005,0.0,0.0,0.4,0.6,5.0,5.0
Liechtenstein,top_Social,euclid,2005,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,3.0
Lithuania,top_Social,euclid,2005,0.664,0.056,0.104,0.176,125.0,43.0
Luxembourg,top_Social,euclid,2005,0.3333333333333333,0.1333333333333333,0.1333333333333333,0.4,15.0,15.0
Macao,top_Social,euclid,2005,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.1111111111111111,9.0,8.0
Macedonia,top_Social,euclid,2005,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111,9.0,9.0
Madagascar,top_Social,euclid,2005,0.1,0.5,0.1,0.3,10.0,8.0
Malawi,top_Social,euclid,2005,0.2857142857142857,0.1428571428571428,0.3571428571428571,0.2142857142857142,14.0,13.0
Malaysia,top_Social,euclid,2005,0.0683229813664596,0.093167701863354,0.3229813664596273,0.515527950310559,161.0,101.0
Maldives,top_Social,euclid,2005,,,,,0.0,0.0
Mali,top_Social,euclid,2005,0.0,0.0,0.0,1.0,2.0,2.0
Malta,top_Social,euclid,2005,0.0,0.2666666666666666,0.3333333333333333,0.4,15.0,13.0
Martinique,top_Social,euclid,2005,0.5,0.5,0.0,0.0,2.0,2.0
Mauritania,top_Social,euclid,2005,0.0,0.0,1.0,0.0,2.0,2.0
Mauritius,top_Social,euclid,2005,0.0,0.4,0.4,0.2,5.0,5.0
Mexico,top_Social,euclid,2005,0.3807531380753138,0.2133891213389121,0.1443514644351464,0.2615062761506276,478.0,215.0
Moldova,top_Social,euclid,2005,0.0,0.0,0.0,1.0,1.0,1.0
Monaco,top_Social,euclid,2005,1.0,0.0,0.0,0.0,1.0,1.0
Mongolia,top_Social,euclid,2005,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.2857142857142857,7.0,5.0
Montenegro,top_Social,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Morocco,top_Social,euclid,2005,0.1290322580645161,0.1290322580645161,0.2903225806451613,0.4516129032258064,31.0,24.0
Mozambique,top_Social,euclid,2005,0.0,0.0,0.5,0.5,4.0,4.0
Myanmar,top_Social,euclid,2005,0.0,0.6,0.4,0.0,5.0,4.0
Namibia,top_Social,euclid,2005,0.125,0.0,0.625,0.25,8.0,8.0
Nepal,top_Social,euclid,2005,0.0434782608695652,0.0869565217391304,0.6956521739130435,0.1739130434782608,23.0,14.0
Netherlands,top_Social,euclid,2005,0.0581270182992465,0.1542877646214567,0.3240043057050592,0.4635809113742375,2787.0,832.0
Netherlands Antilles,top_Social,euclid,2005,0.0,0.5,0.0,0.5,2.0,2.0
New Caledonia,top_Social,euclid,2005,,,,,0.0,0.0
New Zealand,top_Social,euclid,2005,0.0892236384704519,0.2062572421784472,0.2954808806488992,0.4090382387022016,863.0,480.0
Nicaragua,top_Social,euclid,2005,0.0,0.0,0.6666666666666666,0.3333333333333333,3.0,3.0
Niger,top_Social,euclid,2005,0.3333333333333333,0.0,0.0,0.6666666666666666,6.0,4.0
Nigeria,top_Social,euclid,2005,0.1396648044692737,0.217877094972067,0.3631284916201117,0.2793296089385474,179.0,77.0
Northern Mariana Islands,top_Social,euclid,2005,0.0,0.5,0.0,0.5,2.0,2.0
Norway,top_Social,euclid,2005,0.0461538461538461,0.2097902097902098,0.3622377622377622,0.3818181818181818,715.0,388.0
Oman,top_Social,euclid,2005,0.0,0.2105263157894736,0.2631578947368421,0.5263157894736842,19.0,17.0
Pakistan,top_Social,euclid,2005,0.5,0.048780487804878,0.2439024390243902,0.2073170731707317,82.0,39.0
Palestine,top_Social,euclid,2005,0.0,0.1538461538461538,0.5384615384615384,0.3076923076923077,13.0,11.0
Panama,top_Social,euclid,2005,0.1428571428571428,0.5714285714285714,0.1428571428571428,0.1428571428571428,7.0,7.0
Papua New Guinea,top_Social,euclid,2005,0.5833333333333334,0.0833333333333333,0.1666666666666666,0.1666666666666666,12.0,7.0
Paraguay,top_Social,euclid,2005,0.0,1.0,0.0,0.0,1.0,1.0
Peru,top_Social,euclid,2005,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,28.0,25.0
Philippines,top_Social,euclid,2005,0.1388888888888889,0.2222222222222222,0.2222222222222222,0.4166666666666667,72.0,55.0
Poland,top_Social,euclid,2005,0.3991769547325103,0.0864197530864197,0.176954732510288,0.3374485596707819,486.0,174.0
Portugal,top_Social,euclid,2005,0.1521035598705501,0.1132686084142394,0.2233009708737864,0.511326860841424,309.0,197.0
Puerto Rico,top_Social,euclid,2005,0.1842105263157894,0.4736842105263157,0.2368421052631578,0.1052631578947368,38.0,28.0
Qatar,top_Social,euclid,2005,0.2,0.1,0.2,0.5,10.0,8.0
Reunion,top_Social,euclid,2005,0.0,0.3333333333333333,0.0,0.6666666666666666,3.0,3.0
Romania,top_Social,euclid,2005,0.4833333333333333,0.1166666666666666,0.15,0.25,60.0,32.0
Russian Federation,top_Social,euclid,2005,0.4934823091247672,0.0577281191806331,0.1527001862197393,0.2960893854748603,537.0,170.0
Rwanda,top_Social,euclid,2005,0.2,0.2,0.2,0.4,5.0,4.0
Saint Kitts and Nevis,top_Social,euclid,2005,0.0,1.0,0.0,0.0,1.0,1.0
Saint Lucia,top_Social,euclid,2005,,,,,0.0,0.0
Samoa,top_Social,euclid,2005,1.0,0.0,0.0,0.0,1.0,1.0
San Marino,top_Social,euclid,2005,,,,,0.0,0.0
Saudi Arabia,top_Social,euclid,2005,0.0327868852459016,0.1147540983606557,0.3278688524590163,0.5245901639344263,61.0,41.0
Senegal,top_Social,euclid,2005,0.2,0.35,0.25,0.2,20.0,12.0
Serbia,top_Social,euclid,2005,0.0588235294117647,0.1176470588235294,0.0588235294117647,0.7647058823529411,17.0,16.0
Seychelles,top_Social,euclid,2005,0.0,1.0,0.0,0.0,1.0,1.0
Sierra Leone,top_Social,euclid,2005,0.0,0.2,0.6,0.2,5.0,4.0
Singapore,top_Social,euclid,2005,0.0638686131386861,0.1970802919708029,0.2810218978102189,0.458029197080292,548.0,310.0
Slovakia,top_Social,euclid,2005,0.8428571428571429,0.0285714285714285,0.0380952380952381,0.0904761904761904,210.0,36.0
Slovenia,top_Social,euclid,2005,0.1638418079096045,0.135593220338983,0.2655367231638418,0.4350282485875706,177.0,90.0
Solomon Islands,top_Social,euclid,2005,,,,,0.0,0.0
South Africa,top_Social,euclid,2005,0.327020202020202,0.154040404040404,0.1691919191919192,0.3497474747474747,792.0,279.0
South Korea,top_Social,euclid,2005,0.0788770053475935,0.1377005347593582,0.2513368983957219,0.5320855614973262,748.0,357.0
Spain,top_Social,euclid,2005,0.144927536231884,0.1374312843578211,0.2543728135932034,0.4632683658170914,2001.0,634.0
Sri Lanka,top_Social,euclid,2005,0.0784313725490196,0.0784313725490196,0.2352941176470588,0.6078431372549019,51.0,41.0
Sudan,top_Social,euclid,2005,0.0,0.5,0.5,0.0,4.0,4.0
Suriname,top_Social,euclid,2005,,,,,0.0,0.0
Swaziland,top_Social,euclid,2005,0.0,0.6,0.0,0.4,5.0,3.0
Sweden,top_Social,euclid,2005,0.0896601590744757,0.1489515545914678,0.3159797541576283,0.445408532176428,1383.0,567.0
Switzerland,top_Social,euclid,2005,0.1511335012594458,0.1477749790092359,0.2980688497061293,0.4030226700251889,1191.0,543.0
Syrian Arab Republic,top_Social,euclid,2005,0.25,0.75,0.0,0.0,4.0,4.0
Taiwan,top_Social,euclid,2005,0.0900163666121112,0.1047463175122749,0.2315875613747954,0.5736497545008183,1222.0,377.0
Tajikistan,top_Social,euclid,2005,0.0,0.0,0.0,1.0,2.0,2.0
Tanzania,top_Social,euclid,2005,0.0303030303030303,0.1818181818181818,0.3333333333333333,0.4545454545454545,33.0,22.0
Thailand,top_Social,euclid,2005,0.0493827160493827,0.1543209876543209,0.2530864197530864,0.5432098765432098,162.0,110.0
Timor-Leste,top_Social,euclid,2005,,,,,0.0,0.0
Togo,top_Social,euclid,2005,1.0,0.0,0.0,0.0,3.0,2.0
Tonga,top_Social,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Trinidad and Tobago,top_Social,euclid,2005,0.0285714285714285,0.3428571428571428,0.2857142857142857,0.3428571428571428,35.0,27.0
Tunisia,top_Social,euclid,2005,0.2926829268292683,0.048780487804878,0.1463414634146341,0.5121951219512195,41.0,28.0
Turkey,top_Social,euclid,2005,0.1994177583697234,0.1222707423580786,0.2823871906841339,0.395924308588064,687.0,310.0
Tuvalu,top_Social,euclid,2005,,,,,0.0,0.0
Uganda,top_Social,euclid,2005,0.0526315789473684,0.1842105263157894,0.3157894736842105,0.4473684210526316,38.0,32.0
Ukraine,top_Social,euclid,2005,0.2352941176470588,0.0784313725490196,0.2549019607843137,0.4313725490196078,51.0,41.0
United Arab Emirates,top_Social,euclid,2005,0.0666666666666666,0.1777777777777777,0.2,0.5555555555555556,90.0,67.0
United Kingdom,top_Social,euclid,2005,0.155933576346699,0.2230862697448359,0.3045767517213447,0.3164034021871202,12345.0,1292.0
United States,top_Social,euclid,2005,0.2279348540792069,0.3081280663598199,0.2106115016944008,0.2533255778665722,39542.0,1486.0
Uruguay,top_Social,euclid,2005,0.1666666666666666,0.125,0.375,0.3333333333333333,24.0,18.0
Uzbekistan,top_Social,euclid,2005,0.2,0.2,0.2,0.4,5.0,5.0
Vanuatu,top_Social,euclid,2005,,,,,0.0,0.0
Venezuela,top_Social,euclid,2005,0.3814432989690721,0.2164948453608247,0.2061855670103092,0.1958762886597938,97.0,52.0
Viet Nam,top_Social,euclid,2005,0.0943396226415094,0.1132075471698113,0.2452830188679245,0.5471698113207547,53.0,37.0
Virgin Islands (U.S.),top_Social,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Yemen,top_Social,euclid,2005,,,,,0.0,0.0
Zambia,top_Social,euclid,2005,0.1538461538461538,0.2307692307692307,0.3076923076923077,0.3076923076923077,13.0,12.0
Zimbabwe,top_Social,euclid,2005,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.3888888888888889,18.0,14.0
Afghanistan,top_Life,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Albania,top_Life,euclid,2005,0.0714285714285714,0.2142857142857142,0.1428571428571428,0.5714285714285714,14.0,13.0
Algeria,top_Life,euclid,2005,0.1313131313131313,0.202020202020202,0.3131313131313131,0.3535353535353535,99.0,77.0
American Samoa,top_Life,euclid,2005,0.0,0.5,0.0,0.5,2.0,2.0
Andorra,top_Life,euclid,2005,0.5,0.5,0.0,0.0,2.0,2.0
Angola,top_Life,euclid,2005,0.2,0.2,0.3,0.3,10.0,10.0
Antigua and Barbuda,top_Life,euclid,2005,0.0,0.3333333333333333,0.0,0.6666666666666666,3.0,3.0
Argentina,top_Life,euclid,2005,0.1177924217462932,0.2038714991762767,0.228995057660626,0.4493410214168039,2428.0,899.0
Armenia,top_Life,euclid,2005,0.4507042253521127,0.056338028169014,0.1971830985915492,0.2957746478873239,71.0,44.0
Aruba,top_Life,euclid,2005,0.0,0.5,0.0,0.5,2.0,2.0
Australia,top_Life,euclid,2005,0.1240709543157268,0.2144485184818154,0.2781686651471608,0.3833118620552968,10091.0,1545.0
Austria,top_Life,euclid,2005,0.0604970568999346,0.2311968606932635,0.3181818181818182,0.3901242642249836,3058.0,1002.0
Azerbaijan,top_Life,euclid,2005,0.5384615384615384,0.1153846153846153,0.0384615384615384,0.3076923076923077,26.0,18.0
Bahamas,top_Life,euclid,2005,0.0,0.0,1.0,0.0,1.0,1.0
Bahrain,top_Life,euclid,2005,0.0434782608695652,0.3043478260869565,0.3043478260869565,0.3478260869565217,23.0,19.0
Bangladesh,top_Life,euclid,2005,0.1645569620253164,0.2827004219409282,0.1940928270042194,0.3586497890295358,237.0,142.0
Barbados,top_Life,euclid,2005,0.0,0.4736842105263157,0.2631578947368421,0.2631578947368421,19.0,18.0
Belarus,top_Life,euclid,2005,0.3289473684210526,0.1578947368421052,0.1052631578947368,0.4078947368421052,152.0,102.0
Belgium,top_Life,euclid,2005,0.0370835952231301,0.201759899434318,0.3222292059501361,0.4389272993924156,4773.0,1242.0
Belize,top_Life,euclid,2005,0.0,0.3,0.3,0.4,10.0,9.0
Benin,top_Life,euclid,2005,0.1,0.3333333333333333,0.2666666666666666,0.3,60.0,46.0
Bermuda,top_Life,euclid,2005,0.2727272727272727,0.0909090909090909,0.0,0.6363636363636364,11.0,8.0
Bhutan,top_Life,euclid,2005,0.5,0.0,0.0,0.5,4.0,4.0
Bolivia,top_Life,euclid,2005,0.0933333333333333,0.2266666666666666,0.32,0.36,75.0,58.0
Bosnia and Herzegovina,top_Life,euclid,2005,0.1111111111111111,0.1481481481481481,0.4074074074074074,0.3333333333333333,27.0,23.0
Botswana,top_Life,euclid,2005,0.1951219512195122,0.1951219512195122,0.2195121951219512,0.3902439024390244,41.0,35.0
Brazil,top_Life,euclid,2005,0.2919071265601932,0.1367601664206146,0.1868205609985236,0.3845121460206683,7451.0,1298.0
Brunei Darussalam,top_Life,euclid,2005,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,9.0,9.0
Bulgaria,top_Life,euclid,2005,0.2980625931445603,0.1192250372578241,0.2518628912071535,0.3308494783904619,671.0,328.0
Burkina Faso,top_Life,euclid,2005,0.1157894736842105,0.1894736842105263,0.2842105263157894,0.4105263157894737,95.0,64.0
Burundi,top_Life,euclid,2005,0.0,0.4,0.0,0.6,5.0,3.0
Cambodia,top_Life,euclid,2005,0.0227272727272727,0.3636363636363636,0.3636363636363636,0.25,44.0,31.0
Cameroon,top_Life,euclid,2005,0.1263157894736842,0.2894736842105263,0.2473684210526315,0.3368421052631579,190.0,105.0
Canada,top_Life,euclid,2005,0.0853888749056129,0.3107853007802668,0.2787566070979109,0.3250692172162094,15892.0,1757.0
Cape Verde,top_Life,euclid,2005,0.5,0.0,0.5,0.0,2.0,2.0
Cayman Islands,top_Life,euclid,2005,0.0,0.5,0.5,0.0,2.0,2.0
Central African Republic,top_Life,euclid,2005,0.0,0.2,0.5,0.3,10.0,8.0
Chad,top_Life,euclid,2005,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,9.0,8.0
Chile,top_Life,euclid,2005,0.1164856860809476,0.1954590325765054,0.2517275419545903,0.4363277393879565,1013.0,509.0
China,top_Life,euclid,2005,0.4635543462695117,0.092701322258819,0.1389565134373955,0.3047878180342737,20949.0,1530.0
Colombia,top_Life,euclid,2005,0.0966183574879227,0.3285024154589372,0.2028985507246377,0.3719806763285024,414.0,244.0
Comoros,top_Life,euclid,2005,0.0,1.0,0.0,0.0,3.0,2.0
Congo,top_Life,euclid,2005,0.0222222222222222,0.3333333333333333,0.2666666666666666,0.3777777777777777,45.0,36.0
Cook Islands,top_Life,euclid,2005,1.0,0.0,0.0,0.0,1.0,1.0
Costa Rica,top_Life,euclid,2005,0.0921052631578947,0.3640350877192982,0.2280701754385964,0.3157894736842105,228.0,135.0
Cote d'Ivoire,top_Life,euclid,2005,0.1232876712328767,0.3287671232876712,0.273972602739726,0.273972602739726,73.0,53.0
Croatia,top_Life,euclid,2005,0.2670068027210884,0.2040816326530612,0.2159863945578231,0.3129251700680272,588.0,316.0
Cuba,top_Life,euclid,2005,0.4243070362473347,0.1023454157782516,0.1364605543710021,0.3368869936034115,469.0,192.0
Cyprus,top_Life,euclid,2005,0.0303030303030303,0.1363636363636363,0.3787878787878788,0.4545454545454545,66.0,55.0
Czech Republic,top_Life,euclid,2005,0.1791530944625407,0.2210330386226151,0.2242903676128431,0.3755234993020009,2149.0,747.0
Democratic Republic Congo,top_Life,euclid,2005,0.0,0.25,0.75,0.0,4.0,4.0
Denmark,top_Life,euclid,2005,0.0280970625798212,0.2257982120051085,0.3330779054916986,0.4130268199233716,3915.0,1098.0
Dominica,top_Life,euclid,2005,0.0,0.4,0.4,0.2,5.0,5.0
Dominican Republic,top_Life,euclid,2005,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.0,6.0,5.0
Ecuador,top_Life,euclid,2005,0.0891089108910891,0.4455445544554455,0.2277227722772277,0.2376237623762376,101.0,71.0
Egypt,top_Life,euclid,2005,0.152,0.176,0.28,0.392,875.0,417.0
El Salvador,top_Life,euclid,2005,0.1538461538461538,0.3076923076923077,0.3076923076923077,0.2307692307692307,13.0,13.0
Equatorial Guinea,top_Life,euclid,2005,0.0,0.0,0.0,1.0,1.0,1.0
Eritrea,top_Life,euclid,2005,0.0909090909090909,0.4545454545454545,0.3636363636363636,0.0909090909090909,11.0,11.0
Estonia,top_Life,euclid,2005,0.0461538461538461,0.1692307692307692,0.3323076923076923,0.4523076923076923,325.0,215.0
Ethiopia,top_Life,euclid,2005,0.0735294117647058,0.3480392156862745,0.1862745098039215,0.392156862745098,204.0,113.0
Falkland Islands (Malvinas),top_Life,euclid,2005,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.3636363636363636,22.0,19.0
Faroe Islands,top_Life,euclid,2005,0.0,0.0909090909090909,0.4545454545454545,0.4545454545454545,11.0,10.0
Federated States of Micronesia,top_Life,euclid,2005,0.0,0.25,0.25,0.5,4.0,4.0
Fiji,top_Life,euclid,2005,0.2,0.2,0.1333333333333333,0.4666666666666667,30.0,25.0
Finland,top_Life,euclid,2005,0.0668740279937791,0.2133748055987558,0.2982892690513219,0.4214618973561431,3215.0,977.0
France,top_Life,euclid,2005,0.0951841359773371,0.2341643059490085,0.2980736543909348,0.3725779036827195,17650.0,1742.0
French Guiana,top_Life,euclid,2005,0.0454545454545454,0.2272727272727272,0.4545454545454545,0.2727272727272727,22.0,21.0
French Polynesia,top_Life,euclid,2005,0.037037037037037,0.2222222222222222,0.4074074074074074,0.3333333333333333,27.0,23.0
Gabon,top_Life,euclid,2005,0.0204081632653061,0.3673469387755102,0.3061224489795918,0.3061224489795918,49.0,35.0
Gambia,top_Life,euclid,2005,0.0263157894736842,0.3421052631578947,0.3684210526315789,0.2631578947368421,38.0,27.0
Georgia,top_Life,euclid,2005,0.3814432989690721,0.1752577319587628,0.1855670103092783,0.2577319587628865,97.0,59.0
