Period,Method,Field,Country,Internationality
2001,euclid,top_Life,Saint Kitts and Nevis,
2001,euclid,top_Life,Saint Lucia,
2001,euclid,top_Life,Saint Pierre and Miquelon,
2001,euclid,top_Life,Saint Vincent and the Grenadines,
2001,euclid,top_Life,Samoa,0.37491448024557844
2001,euclid,top_Life,San Marino,
2001,euclid,top_Life,Sao Tome and Principe,
2001,euclid,top_Life,Saudi Arabia,0.35027989439366203
2001,euclid,top_Life,Senegal,0.34816619244673064
2001,euclid,top_Life,Serbia,0.4828519505576583
2001,euclid,top_Life,Seychelles,0.7022450893045769
2001,euclid,top_Life,Sierra Leone,
2001,euclid,top_Life,Singapore,0.3153989421702166
2001,euclid,top_Life,Slovakia,0.4921617008479027
2001,euclid,top_Life,Slovenia,0.357522064159567
2001,euclid,top_Life,Solomon Islands,0.3438898542793639
2001,euclid,top_Life,Somalia,
2001,euclid,top_Life,South Africa,0.38767999647197554
2001,euclid,top_Life,South Georgia and the South Sandwich Islands,
2001,euclid,top_Life,South Korea,0.4464903000139137
2001,euclid,top_Life,Spain,0.31584732671678944
2001,euclid,top_Life,Sri Lanka,0.35288795936697237
2001,euclid,top_Life,Sudan,0.47635621571768094
2001,euclid,top_Life,Suriname,0.17411290016530842
2001,euclid,top_Life,Svalbard and Jan Mayen,
2001,euclid,top_Life,Swaziland,0.5905163736733263
2001,euclid,top_Life,Sweden,0.3249789773430749
2001,euclid,top_Life,Switzerland,0.33628120685578927
2001,euclid,top_Life,Syrian Arab Republic,0.32404749550758494
2001,euclid,top_Life,Taiwan,0.41496688882098304
2001,euclid,top_Life,Tajikistan,0.8478422327224988
2001,euclid,top_Life,Tanzania,0.40880630820540387
2001,euclid,top_Life,Thailand,0.35010053531953594
2001,euclid,top_Life,Timor-Leste,
2001,euclid,top_Life,Togo,0.4415615478692067
2001,euclid,top_Life,Tokelau,
2001,euclid,top_Life,Tonga,
2001,euclid,top_Life,Trinidad and Tobago,0.5130191666806729
2001,euclid,top_Life,Tunisia,0.4880810295935878
2001,euclid,top_Life,Turkey,0.4678889012149685
2001,euclid,top_Life,Turkmenistan,0.2145926620597452
2001,euclid,top_Life,Turks and Caicos Islands,
2001,euclid,top_Life,Tuvalu,
2001,euclid,top_Life,Uganda,0.33163977347562185
2001,euclid,top_Life,Ukraine,0.8360120836812431
2001,euclid,top_Life,United Arab Emirates,0.41268821894203195
2001,euclid,top_Life,United Kingdom,0.3349461758981019
2001,euclid,top_Life,United States,0.37852189635241973
2001,euclid,top_Life,United States Minor Outlying Islands,
2001,euclid,top_Life,Uruguay,0.3239736383051805
2001,euclid,top_Life,Uzbekistan,0.5918546410824445
2001,euclid,top_Life,Vanuatu,
2001,euclid,top_Life,Vatican City State,
2001,euclid,top_Life,Venezuela,0.350387267259355
2001,euclid,top_Life,Viet Nam,0.36507029821932674
2001,euclid,top_Life,Virgin Islands (British),0.1838743867587792
2001,euclid,top_Life,Virgin Islands (U.S.),
2001,euclid,top_Life,Wallis and Futuna,
2001,euclid,top_Life,Western Sahara,
2001,euclid,top_Life,Yemen,0.28691423860451987
2001,euclid,top_Life,Zambia,0.40717873725474585
2001,euclid,top_Life,Zimbabwe,0.37534805458152953
2001,euclid,top_Social,Afghanistan,0.5018722597612881
2001,euclid,top_Social,Albania,
2001,euclid,top_Social,Algeria,0.8245498125861164
2001,euclid,top_Social,American Samoa,0.4454225128404204
2001,euclid,top_Social,Andorra,
2001,euclid,top_Social,Angola,0.0
2001,euclid,top_Social,Anguilla,
2001,euclid,top_Social,Antarctica,
2001,euclid,top_Social,Antigua and Barbuda,
2001,euclid,top_Social,Argentina,0.4026139538922439
2001,euclid,top_Social,Armenia,0.2963109791273812
2001,euclid,top_Social,Aruba,
2001,euclid,top_Social,Australia,0.36806289455185803
2001,euclid,top_Social,Austria,0.34448058045583996
2001,euclid,top_Social,Azerbaijan,0.0
2001,euclid,top_Social,Bahamas,
2001,euclid,top_Social,Bahrain,0.27214568622017626
2001,euclid,top_Social,Bangladesh,0.6577678833981635
2001,euclid,top_Social,Barbados,0.3481618413307717
2001,euclid,top_Social,Belarus,0.1537855016153141
2001,euclid,top_Social,Belgium,0.33520102474642827
2001,euclid,top_Social,Belize,
2001,euclid,top_Social,Benin,0.22045881624733937
2001,euclid,top_Social,Bermuda,
2001,euclid,top_Social,Bhutan,
2001,euclid,top_Social,Bolivia,0.46619159106025404
2001,euclid,top_Social,Bosnia and Herzegovina,0.6143031665070184
2001,euclid,top_Social,Botswana,0.37395854452751204
2001,euclid,top_Social,Bouvet Island,
2001,euclid,top_Social,Brazil,0.31319889329741646
2001,euclid,top_Social,British Indian Ocean Territory,
2001,euclid,top_Social,Brunei Darussalam,
2001,euclid,top_Social,Bulgaria,0.7246076242567783
2001,euclid,top_Social,Burkina Faso,0.0
2001,euclid,top_Social,Burundi,
2001,euclid,top_Social,Cambodia,0.0
2001,euclid,top_Social,Cameroon,0.45102050854144593
2001,euclid,top_Social,Canada,0.4091889442940456
2001,euclid,top_Social,Cape Verde,0.0
2001,euclid,top_Social,Cayman Islands,
2001,euclid,top_Social,Central African Republic,0.2963109791273812
2001,euclid,top_Social,Chad,0.6719028626983257
2001,euclid,top_Social,Chile,0.44002193104161463
2001,euclid,top_Social,China,0.9798214904528748
2001,euclid,top_Social,Christmas Island,
2001,euclid,top_Social,Cocos (Keeling) Islands,
2001,euclid,top_Social,Colombia,0.4198559562918007
2001,euclid,top_Social,Comoros,
2001,euclid,top_Social,Congo,
2001,euclid,top_Social,Cook Islands,
2001,euclid,top_Social,Costa Rica,0.3147822490296476
2001,euclid,top_Social,Cote d'Ivoire,0.26927522676272236
2001,euclid,top_Social,Croatia,0.7692483063529744
2001,euclid,top_Social,Cuba,0.2819785657171502
2001,euclid,top_Social,Cyprus,0.4114294242028497
2001,euclid,top_Social,Czech Republic,0.4285248130422555
2001,euclid,top_Social,Democratic Republic Congo,
2001,euclid,top_Social,Denmark,0.31940851812622545
2001,euclid,top_Social,Djibouti,
2001,euclid,top_Social,Dominica,
2001,euclid,top_Social,Dominican Republic,
2001,euclid,top_Social,Ecuador,0.3575439293548744
2001,euclid,top_Social,Egypt,0.30908013107353
2001,euclid,top_Social,El Salvador,
2001,euclid,top_Social,Equatorial Guinea,
2001,euclid,top_Social,Eritrea,0.2000804247941546
2001,euclid,top_Social,Estonia,0.2236085398324488
2001,euclid,top_Social,Ethiopia,0.2893352984729605
2001,euclid,top_Social,Falkland Islands (Malvinas),
2001,euclid,top_Social,Faroe Islands,
2001,euclid,top_Social,Federated States of Micronesia,
2001,euclid,top_Social,Fiji,0.3693139310409742
2001,euclid,top_Social,Finland,0.33005267224641893
2001,euclid,top_Social,France,0.5940675788047399
2001,euclid,top_Social,French Guiana,0.0
2001,euclid,top_Social,French Polynesia,0.22045881624733937
2001,euclid,top_Social,French Southern Territories,
2001,euclid,top_Social,Gabon,
2001,euclid,top_Social,Gambia,
2001,euclid,top_Social,Georgia,0.4170177859604427
2001,euclid,top_Social,Germany,0.5181090247118312
2001,euclid,top_Social,Ghana,0.32265314117134136
2001,euclid,top_Social,Gibraltar,
2001,euclid,top_Social,Greece,0.31829059781713637
2001,euclid,top_Social,Greenland,
2001,euclid,top_Social,Grenada,
2001,euclid,top_Social,Guadeloupe,0.0
2001,euclid,top_Social,Guam,0.25820541915189554
2001,euclid,top_Social,Guatemala,
2001,euclid,top_Social,Guinea,
2001,euclid,top_Social,Guinea-Bissau,
2001,euclid,top_Social,Guyana,0.0
2001,euclid,top_Social,Haiti,
2001,euclid,top_Social,Heard Island and McDonald Islands,
2001,euclid,top_Social,Honduras,
2001,euclid,top_Social,Hong Kong,0.3415195127109196
2001,euclid,top_Social,Hungary,0.3190085893802216
2001,euclid,top_Social,Iceland,0.3674962749827292
2001,euclid,top_Social,India,0.7510046495869019
2001,euclid,top_Social,Indonesia,0.33620827146470034
2001,euclid,top_Social,Iran,0.34098496330001105
2001,euclid,top_Social,Iraq,
2001,euclid,top_Social,Ireland,0.3737598624358002
2001,euclid,top_Social,Israel,0.3682854113053334
2001,euclid,top_Social,Italy,0.3322858387300661
2001,euclid,top_Social,Jamaica,0.47434259061023987
2001,euclid,top_Social,Japan,0.5340377525694576
2001,euclid,top_Social,Jordan,0.3084160593656354
2001,euclid,top_Social,Kazakhstan,0.7946983091583861
2001,euclid,top_Social,Kenya,0.27491485411634253
2001,euclid,top_Social,Kiribati,
2001,euclid,top_Social,Kuwait,0.3550679647084169
2001,euclid,top_Social,Kyrgyzstan,
2001,euclid,top_Social,Laos,0.0
2001,euclid,top_Social,Latvia,0.21294383700943115
2001,euclid,top_Social,Lebanon,0.38580099368214704
2001,euclid,top_Social,Lesotho,0.0
2001,euclid,top_Social,Liberia,
2001,euclid,top_Social,Libyan Arab Jamahiriya,
2001,euclid,top_Social,Liechtenstein,0.33034716752723836
2001,euclid,top_Social,Lithuania,0.34140680251862693
2001,euclid,top_Social,Luxembourg,0.25655617628953187
2001,euclid,top_Social,Macao,0.0
2001,euclid,top_Social,Macedonia,0.2407849798809107
2001,euclid,top_Social,Madagascar,0.0
2001,euclid,top_Social,Malawi,0.2893352984729605
2001,euclid,top_Social,Malaysia,0.3483609434989564
2001,euclid,top_Social,Maldives,0.3095548138846934
2001,euclid,top_Social,Mali,
2001,euclid,top_Social,Malta,0.5548893273621642
2001,euclid,top_Social,Marshall Islands,
2001,euclid,top_Social,Martinique,0.43455333030077453
2001,euclid,top_Social,Mauritania,
2001,euclid,top_Social,Mauritius,0.0
2001,euclid,top_Social,Mayotte,
2001,euclid,top_Social,Mexico,0.38272480173422685
2001,euclid,top_Social,Moldova,0.0
2001,euclid,top_Social,Monaco,
2001,euclid,top_Social,Mongolia,
2001,euclid,top_Social,Montenegro,
2001,euclid,top_Social,Montserrat,
2001,euclid,top_Social,Morocco,0.8431645229620005
2001,euclid,top_Social,Mozambique,0.2963109791273812
2001,euclid,top_Social,Myanmar,0.0
2001,euclid,top_Social,Namibia,0.32496973087215214
2001,euclid,top_Social,Nauru,
2001,euclid,top_Social,Nepal,0.22297872728535473
2001,euclid,top_Social,Netherlands,0.32271869544353904
2001,euclid,top_Social,Netherlands Antilles,
2001,euclid,top_Social,New Caledonia,
2001,euclid,top_Social,New Zealand,0.3521637421993942
2001,euclid,top_Social,Nicaragua,0.24889626764949474
2001,euclid,top_Social,Niger,0.0
2001,euclid,top_Social,Nigeria,0.42181423706585075
2001,euclid,top_Social,Niue,
2001,euclid,top_Social,Norfolk Island,
2001,euclid,top_Social,North Korea,
2001,euclid,top_Social,Northern Mariana Islands,
2001,euclid,top_Social,Norway,0.32296947337563864
2001,euclid,top_Social,Oman,0.22207666675668775
2001,euclid,top_Social,Pakistan,0.7057944434307177
2001,euclid,top_Social,Palau,
2001,euclid,top_Social,Palestine,0.20857279557233308
2001,euclid,top_Social,Panama,
2001,euclid,top_Social,Papua New Guinea,0.23176609034986428
2001,euclid,top_Social,Paraguay,0.4791017867175348
2001,euclid,top_Social,Peru,0.36419190922710104
2001,euclid,top_Social,Philippines,0.375143637922536
2001,euclid,top_Social,Pitcairn,
2001,euclid,top_Social,Poland,0.36262255605416294
2001,euclid,top_Social,Portugal,0.5012241082618599
2001,euclid,top_Social,Puerto Rico,0.0
2001,euclid,top_Social,Qatar,0.4714096901802166
2001,euclid,top_Social,Reunion,
2001,euclid,top_Social,Romania,0.3169966000854638
2001,euclid,top_Social,Russian Federation,0.6176545754803339
2001,euclid,top_Social,Rwanda,
2001,euclid,top_Social,Saint Helena,
2001,euclid,top_Social,Saint Kitts and Nevis,0.5830287033197336
2001,euclid,top_Social,Saint Lucia,0.14896842815183756
2001,euclid,top_Social,Saint Pierre and Miquelon,
2001,euclid,top_Social,Saint Vincent and the Grenadines,
2001,euclid,top_Social,Samoa,
2001,euclid,top_Social,San Marino,
2001,euclid,top_Social,Sao Tome and Principe,
2001,euclid,top_Social,Saudi Arabia,0.3553761181153698
2001,euclid,top_Social,Senegal,0.2789066563132151
2001,euclid,top_Social,Serbia,0.4007530928682056
2001,euclid,top_Social,Seychelles,
2001,euclid,top_Social,Sierra Leone,0.31567782226412755
2001,euclid,top_Social,Singapore,0.3410013640117266
2001,euclid,top_Social,Slovakia,0.896825459364571
2001,euclid,top_Social,Slovenia,0.5790223528849515
2001,euclid,top_Social,Solomon Islands,
2001,euclid,top_Social,Somalia,
2001,euclid,top_Social,South Africa,0.6148688909878922
2001,euclid,top_Social,South Georgia and the South Sandwich Islands,
2001,euclid,top_Social,South Korea,0.34460591357830694
2001,euclid,top_Social,Spain,0.6037126249960907
2001,euclid,top_Social,Sri Lanka,0.2759470220584928
2001,euclid,top_Social,Sudan,0.0
2001,euclid,top_Social,Suriname,
2001,euclid,top_Social,Svalbard and Jan Mayen,
2001,euclid,top_Social,Swaziland,0.4476991376818541
2001,euclid,top_Social,Sweden,0.3453647220195444
2001,euclid,top_Social,Switzerland,0.41058822336639494
2001,euclid,top_Social,Syrian Arab Republic,0.23560882034863365
2001,euclid,top_Social,Taiwan,0.30476915770219637
2001,euclid,top_Social,Tajikistan,
2001,euclid,top_Social,Tanzania,0.2920154295909534
2001,euclid,top_Social,Thailand,0.31838968969367626
2001,euclid,top_Social,Timor-Leste,0.0
2001,euclid,top_Social,Togo,0.0
2001,euclid,top_Social,Tokelau,
2001,euclid,top_Social,Tonga,
2001,euclid,top_Social,Trinidad and Tobago,0.32386035925310724
2001,euclid,top_Social,Tunisia,0.4756452490319556
2001,euclid,top_Social,Turkey,0.3371648681431141
2001,euclid,top_Social,Turkmenistan,
2001,euclid,top_Social,Turks and Caicos Islands,
2001,euclid,top_Social,Tuvalu,
2001,euclid,top_Social,Uganda,0.37638592204508
2001,euclid,top_Social,Ukraine,0.8038613732733795
2001,euclid,top_Social,United Arab Emirates,0.2740986328846496
2001,euclid,top_Social,United Kingdom,0.4710758192246017
2001,euclid,top_Social,United States,0.4828753126202292
2001,euclid,top_Social,United States Minor Outlying Islands,
2001,euclid,top_Social,Uruguay,0.20431431124368474
2001,euclid,top_Social,Uzbekistan,0.22932137335796365
2001,euclid,top_Social,Vanuatu,
2001,euclid,top_Social,Vatican City State,
2001,euclid,top_Social,Venezuela,0.40101961670169284
2001,euclid,top_Social,Viet Nam,0.23560882034863365
2001,euclid,top_Social,Virgin Islands (British),
2001,euclid,top_Social,Virgin Islands (U.S.),
2001,euclid,top_Social,Wallis and Futuna,
2001,euclid,top_Social,Western Sahara,
2001,euclid,top_Social,Yemen,0.398224915515322
2001,euclid,top_Social,Zambia,0.22173462798587693
2001,euclid,top_Social,Zimbabwe,0.48109053191747797
2001,euclid,top_Physical,Afghanistan,
2001,euclid,top_Physical,Albania,0.5064472426996122
2001,euclid,top_Physical,Algeria,0.3715229585488854
2001,euclid,top_Physical,American Samoa,
2001,euclid,top_Physical,Andorra,
2001,euclid,top_Physical,Angola,0.6367231335691238
2001,euclid,top_Physical,Anguilla,
2001,euclid,top_Physical,Antarctica,
2001,euclid,top_Physical,Antigua and Barbuda,
2001,euclid,top_Physical,Argentina,0.3827342902713329
2001,euclid,top_Physical,Armenia,0.4870047227747728
2001,euclid,top_Physical,Aruba,
2001,euclid,top_Physical,Australia,0.39513440963290486
2001,euclid,top_Physical,Austria,0.36537562296847165
2001,euclid,top_Physical,Azerbaijan,0.7134634426583555
2001,euclid,top_Physical,Bahamas,0.47922642736314164
2001,euclid,top_Physical,Bahrain,0.3933573755790878
2001,euclid,top_Physical,Bangladesh,0.40378257206276036
2001,euclid,top_Physical,Barbados,0.3595496676637663
2001,euclid,top_Physical,Belarus,0.6389135255612894
2001,euclid,top_Physical,Belgium,0.3460936166375241
2001,euclid,top_Physical,Belize,
2001,euclid,top_Physical,Benin,0.231980163393732
2001,euclid,top_Physical,Bermuda,0.4687142794839326
2001,euclid,top_Physical,Bhutan,
2001,euclid,top_Physical,Bolivia,0.3509517619117711
2001,euclid,top_Physical,Bosnia and Herzegovina,0.2837541227305785
2001,euclid,top_Physical,Botswana,0.3727274097763028
2001,euclid,top_Physical,Bouvet Island,0.33246613958283366
2001,euclid,top_Physical,Brazil,0.4066686098420141
2001,euclid,top_Physical,British Indian Ocean Territory,
2001,euclid,top_Physical,Brunei Darussalam,0.35916968296802076
2001,euclid,top_Physical,Bulgaria,0.35628309912041334
2001,euclid,top_Physical,Burkina Faso,0.3272801964475659
2001,euclid,top_Physical,Burundi,0.26329093633391176
2001,euclid,top_Physical,Cambodia,0.37014918453269485
2001,euclid,top_Physical,Cameroon,0.3506428745678475
2001,euclid,top_Physical,Canada,0.39998056206328964
2001,euclid,top_Physical,Cape Verde,
2001,euclid,top_Physical,Cayman Islands,
2001,euclid,top_Physical,Central African Republic,
2001,euclid,top_Physical,Chad,0.4118223974292651
2001,euclid,top_Physical,Chile,0.4457006130305925
2001,euclid,top_Physical,China,0.6796760860130351
2001,euclid,top_Physical,Christmas Island,
2001,euclid,top_Physical,Cocos (Keeling) Islands,
2001,euclid,top_Physical,Colombia,0.3419306497327715
2001,euclid,top_Physical,Comoros,
2001,euclid,top_Physical,Congo,0.584654757301999
2001,euclid,top_Physical,Cook Islands,
2001,euclid,top_Physical,Costa Rica,0.4164550888747611
2001,euclid,top_Physical,Cote d'Ivoire,0.3846256922817973
2001,euclid,top_Physical,Croatia,0.42347323153033317
2001,euclid,top_Physical,Cuba,0.3095859886354575
2001,euclid,top_Physical,Cyprus,0.35798773967837394
2001,euclid,top_Physical,Czech Republic,0.4097104766698887
2001,euclid,top_Physical,Democratic Republic Congo,0.2796851157549614
2001,euclid,top_Physical,Denmark,0.3673796776688672
2001,euclid,top_Physical,Djibouti,
2001,euclid,top_Physical,Dominica,
2001,euclid,top_Physical,Dominican Republic,
2001,euclid,top_Physical,Ecuador,0.3542743745605258
2001,euclid,top_Physical,Egypt,0.4790106561748942
2001,euclid,top_Physical,El Salvador,0.34048086599867533
2001,euclid,top_Physical,Equatorial Guinea,
2001,euclid,top_Physical,Eritrea,0.3806672414473707
2001,euclid,top_Physical,Estonia,0.3778047562517215
2001,euclid,top_Physical,Ethiopia,0.41774000803747624
2001,euclid,top_Physical,Falkland Islands (Malvinas),
2001,euclid,top_Physical,Faroe Islands,
2001,euclid,top_Physical,Federated States of Micronesia,
2001,euclid,top_Physical,Fiji,0.2776503147606207
2001,euclid,top_Physical,Finland,0.4336486535811185
2001,euclid,top_Physical,France,0.3900925323304004
2001,euclid,top_Physical,French Guiana,
2001,euclid,top_Physical,French Polynesia,0.3275733899530503
2001,euclid,top_Physical,French Southern Territories,0.0
2001,euclid,top_Physical,Gabon,0.5029630141426952
2001,euclid,top_Physical,Gambia,
2001,euclid,top_Physical,Georgia,0.5383698312408427
2001,euclid,top_Physical,Germany,0.41590357643082343
2001,euclid,top_Physical,Ghana,0.43952870531747956
