Period,Method,Field,Country,Internationality
2001,euclid,top_Life,Czech Republic,0.4574567858221396
2001,euclid,top_Life,Democratic Republic Congo,
2001,euclid,top_Life,Denmark,0.30447280868676924
2001,euclid,top_Life,Djibouti,0.22438182136618573
2001,euclid,top_Life,Dominica,
2001,euclid,top_Life,Dominican Republic,0.31166618742060564
2001,euclid,top_Life,Ecuador,0.33460804037101266
2001,euclid,top_Life,Egypt,0.40987058639818247
2001,euclid,top_Life,El Salvador,0.4810544483818789
2001,euclid,top_Life,Equatorial Guinea,0.597024661848766
2001,euclid,top_Life,Eritrea,0.24572824988597358
2001,euclid,top_Life,Estonia,0.27633169320734513
2001,euclid,top_Life,Ethiopia,0.30592724114526026
2001,euclid,top_Life,Falkland Islands (Malvinas),0.31636158569848644
2001,euclid,top_Life,Faroe Islands,0.42016019492913026
2001,euclid,top_Life,Federated States of Micronesia,
2001,euclid,top_Life,Fiji,0.5457419584821003
2001,euclid,top_Life,Finland,0.34515172350652557
2001,euclid,top_Life,France,0.34546610048712756
2001,euclid,top_Life,French Guiana,0.282988913986501
2001,euclid,top_Life,French Polynesia,0.3892544356831624
2001,euclid,top_Life,French Southern Territories,
2001,euclid,top_Life,Gabon,0.34242962161934937
2001,euclid,top_Life,Gambia,0.24845490922995733
2001,euclid,top_Life,Georgia,0.6028134783889226
2001,euclid,top_Life,Germany,0.3343405120303403
2001,euclid,top_Life,Ghana,0.33208035847599493
2001,euclid,top_Life,Gibraltar,0.0
2001,euclid,top_Life,Greece,0.30706996445714513
2001,euclid,top_Life,Greenland,0.3726885004342503
2001,euclid,top_Life,Grenada,
2001,euclid,top_Life,Guadeloupe,0.35194779379657504
2001,euclid,top_Life,Guam,0.4573850763557546
2001,euclid,top_Life,Guatemala,0.3549209375368759
2001,euclid,top_Life,Guinea,0.3014361030327744
2001,euclid,top_Life,Guinea-Bissau,
2001,euclid,top_Life,Guyana,0.3839762889631354
2001,euclid,top_Life,Haiti,0.4085853747147798
2001,euclid,top_Life,Heard Island and McDonald Islands,
2001,euclid,top_Life,Honduras,0.30265613648909495
2001,euclid,top_Life,Hong Kong,0.31681786632669406
2001,euclid,top_Life,Hungary,0.36468785520410235
2001,euclid,top_Life,Iceland,0.31523323732689545
2001,euclid,top_Life,India,0.6119537587326147
2001,euclid,top_Life,Indonesia,0.45680863773971664
2001,euclid,top_Life,Iran,0.3527700966999061
2001,euclid,top_Life,Iraq,0.37458005077351836
2001,euclid,top_Life,Ireland,0.3041531715463089
2001,euclid,top_Life,Israel,0.3212246466723907
2001,euclid,top_Life,Italy,0.33590636782702604
2001,euclid,top_Life,Jamaica,0.2771051934597585
2001,euclid,top_Life,Japan,0.42498592015738673
2001,euclid,top_Life,Jordan,0.37464444787858897
2001,euclid,top_Life,Kazakhstan,0.6207017866465929
2001,euclid,top_Life,Kenya,0.34778055704784605
2001,euclid,top_Life,Kiribati,
2001,euclid,top_Life,Kuwait,0.3334166515859994
2001,euclid,top_Life,Kyrgyzstan,0.683265268268616
2001,euclid,top_Life,Laos,
2001,euclid,top_Life,Latvia,0.40938550528104456
2001,euclid,top_Life,Lebanon,0.3282533345461749
2001,euclid,top_Life,Lesotho,0.4706503169876385
2001,euclid,top_Life,Liberia,
2001,euclid,top_Life,Libyan Arab Jamahiriya,0.4349181637491201
2001,euclid,top_Life,Liechtenstein,
2001,euclid,top_Life,Lithuania,0.5407012373251772
2001,euclid,top_Life,Luxembourg,0.2908998490360309
2001,euclid,top_Life,Macao,
2001,euclid,top_Life,Macedonia,0.4110794465183617
2001,euclid,top_Life,Madagascar,0.37529189212493813
2001,euclid,top_Life,Malawi,0.4491675348505321
2001,euclid,top_Life,Malaysia,0.36569953270143035
2001,euclid,top_Life,Maldives,0.3558850637305018
2001,euclid,top_Life,Mali,0.3353278593357966
2001,euclid,top_Life,Malta,0.6053052364606807
2001,euclid,top_Life,Marshall Islands,0.46457771939631365
2001,euclid,top_Life,Martinique,0.4793342971209708
2001,euclid,top_Life,Mauritania,0.35020409216599424
2001,euclid,top_Life,Mauritius,0.3664519859929371
2001,euclid,top_Life,Mayotte,
2001,euclid,top_Life,Mexico,0.33800548394758034
2001,euclid,top_Life,Moldova,0.6434621065090551
2001,euclid,top_Life,Monaco,0.17373183621831023
2001,euclid,top_Life,Mongolia,0.5902650862520314
2001,euclid,top_Life,Montenegro,
2001,euclid,top_Life,Montserrat,
2001,euclid,top_Life,Morocco,0.38845877760421643
2001,euclid,top_Life,Mozambique,0.544245075872764
2001,euclid,top_Life,Myanmar,0.0
2001,euclid,top_Life,Namibia,0.529863693033456
2001,euclid,top_Life,Nauru,
2001,euclid,top_Life,Nepal,0.319654788396103
2001,euclid,top_Life,Netherlands,0.3129657559582951
2001,euclid,top_Life,Netherlands Antilles,0.1933912870870732
2001,euclid,top_Life,New Caledonia,0.331297679546526
2001,euclid,top_Life,New Zealand,0.3690300808598037
2001,euclid,top_Life,Nicaragua,0.30470044272672225
2001,euclid,top_Life,Niger,0.3234065650675003
2001,euclid,top_Life,Nigeria,0.3841445829936944
2001,euclid,top_Life,Niue,
2001,euclid,top_Life,Norfolk Island,
2001,euclid,top_Life,North Korea,0.3794662797711241
2001,euclid,top_Life,Northern Mariana Islands,
2001,euclid,top_Life,Norway,0.30629432099822373
2001,euclid,top_Life,Oman,0.26427976794392866
2001,euclid,top_Life,Pakistan,0.56831622669259
2001,euclid,top_Life,Palau,0.2851416250675101
2001,euclid,top_Life,Palestine,0.3564829239785048
2001,euclid,top_Life,Panama,0.3628958542561443
2001,euclid,top_Life,Papua New Guinea,0.357722583195179
2001,euclid,top_Life,Paraguay,0.3035906296393839
2001,euclid,top_Life,Peru,0.3899153285665444
2001,euclid,top_Life,Philippines,0.546653990356904
2001,euclid,top_Life,Pitcairn,
2001,euclid,top_Life,Poland,0.5396541519918481
2001,euclid,top_Life,Portugal,0.3018528017330221
2001,euclid,top_Life,Puerto Rico,0.3688508390469233
2001,euclid,top_Life,Qatar,0.3811979971643131
2001,euclid,top_Life,Reunion,0.27384353202191547
2001,euclid,top_Life,Romania,0.3515673770978933
2001,euclid,top_Life,Russian Federation,0.6973285514780236
2001,euclid,top_Life,Rwanda,0.29893108631534215
2001,euclid,top_Life,Saint Helena,
2001,euclid,top_Life,Saint Kitts and Nevis,
2001,euclid,top_Life,Saint Lucia,
2001,euclid,top_Life,Saint Pierre and Miquelon,
2001,euclid,top_Life,Saint Vincent and the Grenadines,
2001,euclid,top_Life,Samoa,0.37490540672256895
2001,euclid,top_Life,San Marino,
2001,euclid,top_Life,Sao Tome and Principe,
2001,euclid,top_Life,Saudi Arabia,0.34187342544792737
2001,euclid,top_Life,Senegal,0.35001385170958776
2001,euclid,top_Life,Serbia,0.46147464439265223
2001,euclid,top_Life,Seychelles,0.701190540744872
2001,euclid,top_Life,Sierra Leone,
2001,euclid,top_Life,Singapore,0.31028056371312085
2001,euclid,top_Life,Slovakia,0.5054637830710683
2001,euclid,top_Life,Slovenia,0.342155079728171
2001,euclid,top_Life,Solomon Islands,0.34345789381227887
2001,euclid,top_Life,Somalia,
2001,euclid,top_Life,South Africa,0.36211446301133243
2001,euclid,top_Life,South Georgia and the South Sandwich Islands,
2001,euclid,top_Life,South Korea,0.4504868791964605
2001,euclid,top_Life,Spain,0.3058454133469589
2001,euclid,top_Life,Sri Lanka,0.3036293024277529
2001,euclid,top_Life,Sudan,0.4427675702737749
2001,euclid,top_Life,Suriname,0.1741019092815389
2001,euclid,top_Life,Svalbard and Jan Mayen,
2001,euclid,top_Life,Swaziland,0.5908831344586071
2001,euclid,top_Life,Sweden,0.3156615432861054
2001,euclid,top_Life,Switzerland,0.3279290335138205
2001,euclid,top_Life,Syrian Arab Republic,0.288526629189841
2001,euclid,top_Life,Taiwan,0.4103362949563408
2001,euclid,top_Life,Tajikistan,0.8485954561757512
2001,euclid,top_Life,Tanzania,0.37441781351289605
2001,euclid,top_Life,Thailand,0.33662506000394027
2001,euclid,top_Life,Timor-Leste,
2001,euclid,top_Life,Togo,0.4411374541291736
2001,euclid,top_Life,Tokelau,
2001,euclid,top_Life,Tonga,
2001,euclid,top_Life,Trinidad and Tobago,0.4482571408093021
2001,euclid,top_Life,Tunisia,0.4022795892360996
2001,euclid,top_Life,Turkey,0.44346083421895194
2001,euclid,top_Life,Turkmenistan,0.21428329715638378
2001,euclid,top_Life,Turks and Caicos Islands,
2001,euclid,top_Life,Tuvalu,
2001,euclid,top_Life,Uganda,0.3234254077943398
2001,euclid,top_Life,Ukraine,0.8284646944520975
2001,euclid,top_Life,United Arab Emirates,0.406036850254462
2001,euclid,top_Life,United Kingdom,0.32651501049148046
2001,euclid,top_Life,United States,0.3666397366545656
2001,euclid,top_Life,United States Minor Outlying Islands,
2001,euclid,top_Life,Uruguay,0.3235731794057839
2001,euclid,top_Life,Uzbekistan,0.6014840213895091
2001,euclid,top_Life,Vanuatu,0.7733403194991212
2001,euclid,top_Life,Vatican City State,
2001,euclid,top_Life,Venezuela,0.339150482319151
2001,euclid,top_Life,Viet Nam,0.34527794794477173
2001,euclid,top_Life,Virgin Islands (British),0.18384270021296698
2001,euclid,top_Life,Virgin Islands (U.S.),
2001,euclid,top_Life,Wallis and Futuna,
2001,euclid,top_Life,Western Sahara,
2001,euclid,top_Life,Yemen,0.28734840116876126
2001,euclid,top_Life,Zambia,0.3827400407793587
2001,euclid,top_Life,Zimbabwe,0.3582048184759449
2001,euclid,top_Social,Afghanistan,0.501733041172909
2001,euclid,top_Social,Albania,0.41300265562944743
2001,euclid,top_Social,Algeria,0.6794458648131471
2001,euclid,top_Social,American Samoa,0.4424473030074684
2001,euclid,top_Social,Andorra,
2001,euclid,top_Social,Angola,0.0
2001,euclid,top_Social,Anguilla,
2001,euclid,top_Social,Antarctica,
2001,euclid,top_Social,Antigua and Barbuda,
2001,euclid,top_Social,Argentina,0.3588905041264585
2001,euclid,top_Social,Armenia,0.23628623008487604
2001,euclid,top_Social,Aruba,
2001,euclid,top_Social,Australia,0.3710508504311529
2001,euclid,top_Social,Austria,0.3291643919654635
2001,euclid,top_Social,Azerbaijan,0.0
2001,euclid,top_Social,Bahamas,
2001,euclid,top_Social,Bahrain,0.27563344253113525
2001,euclid,top_Social,Bangladesh,0.46878043814613374
2001,euclid,top_Social,Barbados,0.2724420220515068
2001,euclid,top_Social,Belarus,0.3346271931650011
2001,euclid,top_Social,Belgium,0.3387453287027466
2001,euclid,top_Social,Belize,
2001,euclid,top_Social,Benin,0.220500709909276
2001,euclid,top_Social,Bermuda,
2001,euclid,top_Social,Bhutan,
2001,euclid,top_Social,Bolivia,0.4983043410572636
2001,euclid,top_Social,Bosnia and Herzegovina,0.5722374791475233
2001,euclid,top_Social,Botswana,0.33640908007360065
2001,euclid,top_Social,Bouvet Island,
2001,euclid,top_Social,Brazil,0.33235881685461865
2001,euclid,top_Social,British Indian Ocean Territory,
2001,euclid,top_Social,Brunei Darussalam,0.0
2001,euclid,top_Social,Bulgaria,0.6618398889218974
2001,euclid,top_Social,Burkina Faso,0.0
2001,euclid,top_Social,Burundi,
2001,euclid,top_Social,Cambodia,0.0
2001,euclid,top_Social,Cameroon,0.48535112112623946
2001,euclid,top_Social,Canada,0.39120184304286204
2001,euclid,top_Social,Cape Verde,0.0
2001,euclid,top_Social,Cayman Islands,
2001,euclid,top_Social,Central African Republic,0.29805323583572585
2001,euclid,top_Social,Chad,0.6689219390605406
2001,euclid,top_Social,Chile,0.4007116094914266
2001,euclid,top_Social,China,0.9564873494156091
2001,euclid,top_Social,Christmas Island,
2001,euclid,top_Social,Cocos (Keeling) Islands,
2001,euclid,top_Social,Colombia,0.4415722056987739
2001,euclid,top_Social,Comoros,
2001,euclid,top_Social,Congo,
2001,euclid,top_Social,Cook Islands,
2001,euclid,top_Social,Costa Rica,0.42588026251817207
2001,euclid,top_Social,Cote d'Ivoire,0.2712891230397265
2001,euclid,top_Social,Croatia,0.7468371704620427
2001,euclid,top_Social,Cuba,0.27581486006027406
2001,euclid,top_Social,Cyprus,0.37821201268087906
2001,euclid,top_Social,Czech Republic,0.7904980132029726
2001,euclid,top_Social,Democratic Republic Congo,
2001,euclid,top_Social,Denmark,0.31117264246304643
2001,euclid,top_Social,Djibouti,
2001,euclid,top_Social,Dominica,
2001,euclid,top_Social,Dominican Republic,0.2905568400340166
2001,euclid,top_Social,Ecuador,0.4183231052551553
2001,euclid,top_Social,Egypt,0.3189155244828966
2001,euclid,top_Social,El Salvador,
2001,euclid,top_Social,Equatorial Guinea,
2001,euclid,top_Social,Eritrea,0.30781372877655055
2001,euclid,top_Social,Estonia,0.2578135920499465
2001,euclid,top_Social,Ethiopia,0.24482004576516278
2001,euclid,top_Social,Falkland Islands (Malvinas),
2001,euclid,top_Social,Faroe Islands,
2001,euclid,top_Social,Federated States of Micronesia,
2001,euclid,top_Social,Fiji,0.34521596078899563
2001,euclid,top_Social,Finland,0.3248448265778315
2001,euclid,top_Social,France,0.5990412822519439
2001,euclid,top_Social,French Guiana,0.25684394112825865
2001,euclid,top_Social,French Polynesia,0.220500709909276
2001,euclid,top_Social,French Southern Territories,
2001,euclid,top_Social,Gabon,0.0
2001,euclid,top_Social,Gambia,
2001,euclid,top_Social,Georgia,0.4352309254995453
2001,euclid,top_Social,Germany,0.4810304195214743
2001,euclid,top_Social,Ghana,0.35767237940275065
2001,euclid,top_Social,Gibraltar,
2001,euclid,top_Social,Greece,0.3165509681875148
2001,euclid,top_Social,Greenland,
2001,euclid,top_Social,Grenada,
2001,euclid,top_Social,Guadeloupe,0.0
2001,euclid,top_Social,Guam,0.26113539275844266
2001,euclid,top_Social,Guatemala,
2001,euclid,top_Social,Guinea,
2001,euclid,top_Social,Guinea-Bissau,0.0
2001,euclid,top_Social,Guyana,0.0
2001,euclid,top_Social,Haiti,
2001,euclid,top_Social,Heard Island and McDonald Islands,
2001,euclid,top_Social,Honduras,
2001,euclid,top_Social,Hong Kong,0.34931735164000094
2001,euclid,top_Social,Hungary,0.4098347812917124
2001,euclid,top_Social,Iceland,0.34093403322177845
2001,euclid,top_Social,India,0.6774190336498732
2001,euclid,top_Social,Indonesia,0.3184283332869044
2001,euclid,top_Social,Iran,0.321580280204613
2001,euclid,top_Social,Iraq,
2001,euclid,top_Social,Ireland,0.3829602187497994
2001,euclid,top_Social,Israel,0.36294848857961104
2001,euclid,top_Social,Italy,0.33375496988310344
2001,euclid,top_Social,Jamaica,0.4443759031497527
2001,euclid,top_Social,Japan,0.5423024349090305
2001,euclid,top_Social,Jordan,0.2836375515463364
2001,euclid,top_Social,Kazakhstan,0.7955707555700531
2001,euclid,top_Social,Kenya,0.42895923933856045
2001,euclid,top_Social,Kiribati,
2001,euclid,top_Social,Kuwait,0.33282776030012917
2001,euclid,top_Social,Kyrgyzstan,
2001,euclid,top_Social,Laos,0.1867871051240795
2001,euclid,top_Social,Latvia,0.21311755408689445
2001,euclid,top_Social,Lebanon,0.3288148356577063
2001,euclid,top_Social,Lesotho,0.2084345475528345
2001,euclid,top_Social,Liberia,
2001,euclid,top_Social,Libyan Arab Jamahiriya,0.5349653983246042
2001,euclid,top_Social,Liechtenstein,0.3334320600705049
2001,euclid,top_Social,Lithuania,0.296936140526156
2001,euclid,top_Social,Luxembourg,0.28078409667007503
2001,euclid,top_Social,Macao,0.2813352468321735
2001,euclid,top_Social,Macedonia,0.25460125956059587
2001,euclid,top_Social,Madagascar,0.0
2001,euclid,top_Social,Malawi,0.26320969853714116
2001,euclid,top_Social,Malaysia,0.35882947529900117
2001,euclid,top_Social,Maldives,0.309200961293818
2001,euclid,top_Social,Mali,0.41300265562944743
2001,euclid,top_Social,Malta,0.34473339129126407
2001,euclid,top_Social,Marshall Islands,
2001,euclid,top_Social,Martinique,0.4321761869463477
2001,euclid,top_Social,Mauritania,0.0
2001,euclid,top_Social,Mauritius,0.0
2001,euclid,top_Social,Mayotte,
2001,euclid,top_Social,Mexico,0.3483746730764917
2001,euclid,top_Social,Moldova,0.0
2001,euclid,top_Social,Monaco,
2001,euclid,top_Social,Mongolia,0.0
2001,euclid,top_Social,Montenegro,
2001,euclid,top_Social,Montserrat,
2001,euclid,top_Social,Morocco,0.6177310324191269
2001,euclid,top_Social,Mozambique,0.2572855368820425
2001,euclid,top_Social,Myanmar,0.41300265562944743
2001,euclid,top_Social,Namibia,0.3268196585635459
2001,euclid,top_Social,Nauru,
2001,euclid,top_Social,Nepal,0.2595925567061253
2001,euclid,top_Social,Netherlands,0.32963438869055645
2001,euclid,top_Social,Netherlands Antilles,
2001,euclid,top_Social,New Caledonia,
2001,euclid,top_Social,New Zealand,0.35716880991206906
2001,euclid,top_Social,Nicaragua,0.25040620319643664
2001,euclid,top_Social,Niger,0.0
2001,euclid,top_Social,Nigeria,0.5182990699660983
2001,euclid,top_Social,Niue,
2001,euclid,top_Social,Norfolk Island,
2001,euclid,top_Social,North Korea,
2001,euclid,top_Social,Northern Mariana Islands,
2001,euclid,top_Social,Norway,0.31536126228191724
2001,euclid,top_Social,Oman,0.20619166819199503
2001,euclid,top_Social,Pakistan,0.6734965940049318
2001,euclid,top_Social,Palau,
2001,euclid,top_Social,Palestine,0.2054941960107198
2001,euclid,top_Social,Panama,
2001,euclid,top_Social,Papua New Guinea,0.23146236957705535
2001,euclid,top_Social,Paraguay,0.47654654323355605
2001,euclid,top_Social,Peru,0.3684162018267999
2001,euclid,top_Social,Philippines,0.3875974085378081
2001,euclid,top_Social,Pitcairn,
2001,euclid,top_Social,Poland,0.3651541298836044
2001,euclid,top_Social,Portugal,0.45343424143646527
2001,euclid,top_Social,Puerto Rico,0.37461456137287646
2001,euclid,top_Social,Qatar,0.46876065258228483
2001,euclid,top_Social,Reunion,0.8802002580221409
2001,euclid,top_Social,Romania,0.2616700540679908
2001,euclid,top_Social,Russian Federation,0.5210615268852449
2001,euclid,top_Social,Rwanda,0.0
2001,euclid,top_Social,Saint Helena,
2001,euclid,top_Social,Saint Kitts and Nevis,0.5860998865855281
2001,euclid,top_Social,Saint Lucia,0.14866397523940983
2001,euclid,top_Social,Saint Pierre and Miquelon,
2001,euclid,top_Social,Saint Vincent and the Grenadines,
2001,euclid,top_Social,Samoa,
2001,euclid,top_Social,San Marino,
2001,euclid,top_Social,Sao Tome and Principe,
2001,euclid,top_Social,Saudi Arabia,0.33397802093529394
2001,euclid,top_Social,Senegal,0.2789043157585521
2001,euclid,top_Social,Serbia,0.3499141635633477
2001,euclid,top_Social,Seychelles,
2001,euclid,top_Social,Sierra Leone,0.3680701972189262
2001,euclid,top_Social,Singapore,0.3317755852022969
2001,euclid,top_Social,Slovakia,0.8718727538326696
2001,euclid,top_Social,Slovenia,0.5251828401249682
2001,euclid,top_Social,Solomon Islands,
2001,euclid,top_Social,Somalia,
2001,euclid,top_Social,South Africa,0.5519082195304962
2001,euclid,top_Social,South Georgia and the South Sandwich Islands,
2001,euclid,top_Social,South Korea,0.3536544369164091
2001,euclid,top_Social,Spain,0.5471835340747921
2001,euclid,top_Social,Sri Lanka,0.2568496586641022
2001,euclid,top_Social,Sudan,0.1867871051240795
2001,euclid,top_Social,Suriname,
2001,euclid,top_Social,Svalbard and Jan Mayen,
2001,euclid,top_Social,Swaziland,0.44923718372677923
2001,euclid,top_Social,Sweden,0.3264275047846393
2001,euclid,top_Social,Switzerland,0.38093412129056364
2001,euclid,top_Social,Syrian Arab Republic,0.2363282539990207
2001,euclid,top_Social,Taiwan,0.33009588599364864
2001,euclid,top_Social,Tajikistan,
2001,euclid,top_Social,Tanzania,0.2824749874147673
2001,euclid,top_Social,Thailand,0.2915507647735041
2001,euclid,top_Social,Timor-Leste,0.0
2001,euclid,top_Social,Togo,0.0
2001,euclid,top_Social,Tokelau,
2001,euclid,top_Social,Tonga,
2001,euclid,top_Social,Trinidad and Tobago,0.2881401122478898
2001,euclid,top_Social,Tunisia,0.5047050369091156
2001,euclid,top_Social,Turkey,0.32628523628417205
2001,euclid,top_Social,Turkmenistan,0.28372618651930775
2001,euclid,top_Social,Turks and Caicos Islands,
2001,euclid,top_Social,Tuvalu,
2001,euclid,top_Social,Uganda,0.2976852278146565
2001,euclid,top_Social,Ukraine,0.6604435261657633
2001,euclid,top_Social,United Arab Emirates,0.3139111812975116
2001,euclid,top_Social,United Kingdom,0.4307258979493366
2001,euclid,top_Social,United States,0.47208273448867966
2001,euclid,top_Social,United States Minor Outlying Islands,0.348540521549794
2001,euclid,top_Social,Uruguay,0.28872097703762745
2001,euclid,top_Social,Uzbekistan,0.22444071923765996
2001,euclid,top_Social,Vanuatu,
2001,euclid,top_Social,Vatican City State,
2001,euclid,top_Social,Venezuela,0.3907787253410709
2001,euclid,top_Social,Viet Nam,0.21155767956155008
2001,euclid,top_Social,Virgin Islands (British),
2001,euclid,top_Social,Virgin Islands (U.S.),
2001,euclid,top_Social,Wallis and Futuna,
2001,euclid,top_Social,Western Sahara,
2001,euclid,top_Social,Yemen,0.39579914933452254
2001,euclid,top_Social,Zambia,0.3734428807164499
2001,euclid,top_Social,Zimbabwe,0.4214563736871719
2001,euclid,top_Physical,Afghanistan,
2001,euclid,top_Physical,Albania,0.44626804680521226
2001,euclid,top_Physical,Algeria,0.3330575347995247
2001,euclid,top_Physical,American Samoa,
2001,euclid,top_Physical,Andorra,0.4636720428799076
2001,euclid,top_Physical,Angola,0.4428931888137229
2001,euclid,top_Physical,Anguilla,
2001,euclid,top_Physical,Antarctica,0.8806697241081648
2001,euclid,top_Physical,Antigua and Barbuda,
2001,euclid,top_Physical,Argentina,0.34931250157640603
2001,euclid,top_Physical,Armenia,0.48603651077500704
2001,euclid,top_Physical,Aruba,
2001,euclid,top_Physical,Australia,0.3791283695002265
2001,euclid,top_Physical,Austria,0.3605773640921891
2001,euclid,top_Physical,Azerbaijan,0.6791070217935541
2001,euclid,top_Physical,Bahamas,0.3533781924819043
2001,euclid,top_Physical,Bahrain,0.3464054726810315
2001,euclid,top_Physical,Bangladesh,0.3772503423430153
2001,euclid,top_Physical,Barbados,0.2976859361558428
2001,euclid,top_Physical,Belarus,0.5821204091909231
2001,euclid,top_Physical,Belgium,0.3330037358796106
2001,euclid,top_Physical,Belize,
2001,euclid,top_Physical,Benin,0.2495078353206373
2001,euclid,top_Physical,Bermuda,0.46286420805527967
2001,euclid,top_Physical,Bhutan,
2001,euclid,top_Physical,Bolivia,0.36359460625630363
2001,euclid,top_Physical,Bosnia and Herzegovina,0.39461441058363395
2001,euclid,top_Physical,Botswana,0.3300855856093934
2001,euclid,top_Physical,Bouvet Island,0.3320830433085552
2001,euclid,top_Physical,Brazil,0.35202676561200086
2001,euclid,top_Physical,British Indian Ocean Territory,0.254355736514467
2001,euclid,top_Physical,Brunei Darussalam,0.318833467822675
2001,euclid,top_Physical,Bulgaria,0.3289063491394127
2001,euclid,top_Physical,Burkina Faso,0.32977044096279673
2001,euclid,top_Physical,Burundi,0.2603373481616
2001,euclid,top_Physical,Cambodia,0.37613143779153535
2001,euclid,top_Physical,Cameroon,0.3107732193940409
2001,euclid,top_Physical,Canada,0.3861375734619786
2001,euclid,top_Physical,Cape Verde,0.29980624874778666
2001,euclid,top_Physical,Cayman Islands,0.23789304791738972
2001,euclid,top_Physical,Central African Republic,0.20571422153119057
2001,euclid,top_Physical,Chad,0.41736567725525775
2001,euclid,top_Physical,Chile,0.41851162315672147
2001,euclid,top_Physical,China,0.6222419944710214
2001,euclid,top_Physical,Christmas Island,
2001,euclid,top_Physical,Cocos (Keeling) Islands,
2001,euclid,top_Physical,Colombia,0.3289270527752369
2001,euclid,top_Physical,Comoros,
2001,euclid,top_Physical,Congo,0.7199760768135168
2001,euclid,top_Physical,Cook Islands,
2001,euclid,top_Physical,Costa Rica,0.4287250537064584
2001,euclid,top_Physical,Cote d'Ivoire,0.3462830681319733
2001,euclid,top_Physical,Croatia,0.40645347475513754
2001,euclid,top_Physical,Cuba,0.3157934497280929
2001,euclid,top_Physical,Cyprus,0.32981593293176675
2001,euclid,top_Physical,Czech Republic,0.3648389544831456
2001,euclid,top_Physical,Democratic Republic Congo,0.28267017226934327
2001,euclid,top_Physical,Denmark,0.34835412103653335
2001,euclid,top_Physical,Djibouti,
2001,euclid,top_Physical,Dominica,
2001,euclid,top_Physical,Dominican Republic,0.7302104242593146
2001,euclid,top_Physical,Ecuador,0.36180513903714895
2001,euclid,top_Physical,Egypt,0.39670845954177875
2001,euclid,top_Physical,El Salvador,0.34512203377124323
2001,euclid,top_Physical,Equatorial Guinea,
2001,euclid,top_Physical,Eritrea,0.37959978201294264
2001,euclid,top_Physical,Estonia,0.3628601334288887
2001,euclid,top_Physical,Ethiopia,0.3899636991497194
2001,euclid,top_Physical,Falkland Islands (Malvinas),
2001,euclid,top_Physical,Faroe Islands,0.0
2001,euclid,top_Physical,Federated States of Micronesia,
2001,euclid,top_Physical,Fiji,0.32275987257295735
2001,euclid,top_Physical,Finland,0.38054135573852266
2001,euclid,top_Physical,France,0.3568810232695788
2001,euclid,top_Physical,French Guiana,0.4642818770599963
